"","region","stream_name_pse","sppSum"
"Nass-DISKANGIEQ CREEK",Nass,DISKANGIEQ CREEK,2345.15625
"Nass-DOGFISH CREEK",Nass,DOGFISH CREEK,18080.7806451613
"Nass-DONAHUE CREEK",Nass,DONAHUE CREEK,2794.57120743034
"Nass-ENSHESHESE RIVER",Nass,ENSHESHESE RIVER,11592.4616134752
"Nass-FLEWIN CREEK",Nass,FLEWIN CREEK,1073.68421052632
"Nass-GEORGIE RIVER",Nass,GEORGIE RIVER,8618.73655913978
"Nass-GINGIT CREEK",Nass,GINGIT CREEK,4700.03456221198
"Nass-GINLULAK CREEK",Nass,GINLULAK CREEK,880.682926829268
"Nass-GITZYON CREEK",Nass,GITZYON CREEK,775.972527472528
"Nass-ILLIANCE RIVER",Nass,ILLIANCE RIVER,7547.34632034632
"Nass-KHUTZEYMATEEN RIVER",Nass,KHUTZEYMATEEN RIVER,57347.5589656823
"Nass-KINSKUCH RIVER",Nass,KINSKUCH RIVER,127.318181818182
"Nass-KITEEN RIVER",Nass,KITEEN RIVER,1424.34068627451
"Nass-KITSAULT RIVER",Nass,KITSAULT RIVER,6870.21220298464
"Nass-KSEMAMAITH CREEK",Nass,KSEMAMAITH CREEK,1769.54444444444
"Nass-KSGYUKWSA'A",Nass,KSGYUKWSA'A,5430
"Nass-KSHWAN RIVER",Nass,KSHWAN RIVER,9308.91706730769
"Nass-KSI GINGOLX",Nass,KSI GINGOLX,12406.1818181818
"Nass-KSI HLGINX",Nass,KSI HLGINX,31150.1524526198
"Nass-KSI MAT'IN",Nass,KSI MAT'IN,691.25
"Nass-KSI SGASGINIST",Nass,KSI SGASGINIST,2960.39644728996
"Nass-KSI SII AKS",Nass,KSI SII AKS,7447.23953154716
"Nass-KSI TS'OOHL TS'AP",Nass,KSI TS'OOHL TS'AP,1246.01881207028
"Nass-KSI X'ANMAS",Nass,KSI X'ANMAS,85260.399872449
"Nass-KWINAGEESE RIVER",Nass,KWINAGEESE RIVER,10637.8652014652
"Nass-KWINYARH CREEK",Nass,KWINYARH CREEK,113.333333333333
"Nass-LACHMACH RIVER",Nass,LACHMACH RIVER,9557.64958059104
"Nass-LEVERSON CREEK",Nass,LEVERSON CREEK,1327.77777777778
"Nass-LIZARD CREEK",Nass,LIZARD CREEK,3877.55555555556
"Nass-MANZANITA COVE CREEK",Nass,MANZANITA COVE CREEK,1344.23529411765
"Nass-MCKNIGHT CREEK",Nass,MCKNIGHT CREEK,242.647058823529
"Nass-MEZIADIN RIVER",Nass,MEZIADIN RIVER,165507.325962966
"Nass-OWEEGEE CREEK",Nass,OWEEGEE CREEK,665.683257918552
"Nass-PERRY BAY CREEK",Nass,PERRY BAY CREEK,330.066666666667
"Nass-QUILGAUW CREEK",Nass,QUILGAUW CREEK,53.1818181818182
"Nass-ROBERSON CREEK",Nass,ROBERSON CREEK,1300.375
"Nass-SALMON COVE CREEK",Nass,SALMON COVE CREEK,3701.41538461538
"Nass-SAM BAY CREEK",Nass,SAM BAY CREEK,2568.25
"Nass-STAGOO CREEK",Nass,STAGOO CREEK,16252.319047619
"Nass-TCHITIN RIVER",Nass,TCHITIN RIVER,175
"Nass-TOON RIVER",Nass,TOON RIVER,15251.1143057504
"Nass-TRACY BAY CREEK",Nass,TRACY BAY CREEK,1012.22222222222
"Nass-VETTER CREEK",Nass,VETTER CREEK,528.230769230769
"Nass-WELDA CREEK",Nass,WELDA CREEK,2125
"Nass-WILAUKS CREEK",Nass,WILAUKS CREEK,3698.41414141414
"Nass-XNUKW",Nass,XNUKW,98759.7441077441
"Skeena-Alastair Lake",Skeena,Alastair Lake,4277.5
"Skeena-Alpha Creek",Skeena,Alpha Creek,9605.62990196078
"Skeena-Alwyn Creek",Skeena,Alwyn Creek,42.1875
"Skeena-Andalas Creek",Skeena,Andalas Creek,202.605905006419
"Skeena-Andesite Creek",Skeena,Andesite Creek,1051.13353658537
"Skeena-Ansedagan Creek",Skeena,Ansedagan Creek,707.307692307692
"Skeena-Asitka River",Skeena,Asitka River,757.723308270677
"Skeena-Atna River",Skeena,Atna River,363.846153846154
"Skeena-Azuklotz Creek",Skeena,Azuklotz Creek,1926.9020979021
"Skeena-Babine River-Section 4",Skeena,Babine River-Section 4,150460.930201803
"Skeena-Babine River-Section 5",Skeena,Babine River-Section 5,22891.5677830941
"Skeena-Babine River-Sections 1 To 3",Skeena,Babine River-Sections 1 To 3,144792.972222222
"Skeena-Babine River-Unaccounted",Skeena,Babine River-Unaccounted,178870.551724138
"Skeena-Babine-Sections 1 To 3",Skeena,Babine-Sections 1 To 3,3418.96666666667
"Skeena-Babine-Unaccounted",Skeena,Babine-Unaccounted,3903.48888888889
"Skeena-Barnes Creek",Skeena,Barnes Creek,198.388888888889
"Skeena-Bear Lake",Skeena,Bear Lake,2774.45454545455
"Skeena-Bear River",Skeena,Bear River,34769.705399061
"Skeena-Beaverlodge Creek",Skeena,Beaverlodge Creek,407.818181818182
"Skeena-Belle Bay Creek",Skeena,Belle Bay Creek,1758.18181818182
"Skeena-Bern-Ann Creek",Skeena,Bern-Ann Creek,573.818181818182
"Skeena-Big Falls Creek",Skeena,Big Falls Creek,312.0625
"Skeena-Billy Creek",Skeena,Billy Creek,3461
"Skeena-Blackwater Creek",Skeena,Blackwater Creek,511.151515151515
"Skeena-Boucher Creek",Skeena,Boucher Creek,1638.82094298246
"Skeena-Brundige Creek",Skeena,Brundige Creek,3141.06363636364
"Skeena-Brundige Creek-West",Skeena,Brundige Creek-West,2055
"Skeena-Buck Creek",Skeena,Buck Creek,240.4
"Skeena-BULKLEY RIVER",Skeena,BULKLEY RIVER,23491.7142857143
"Skeena-Bulkley River-Lower",Skeena,Bulkley River-Lower,8799.27614379085
"Skeena-Bulkley River-Upper",Skeena,Bulkley River-Upper,2518.23339275104
"Skeena-Burdick Creek",Skeena,Burdick Creek,605.25
"Skeena-c(""Exstew River"", ""Exstew Slough"")",Skeena,c("Exstew River", "Exstew Slough"),699.623270440252
"Skeena-c(""Fulton River"", ""Fulton River-Below Weir"")",Skeena,c("Fulton River", "Fulton River-Below Weir"),207307.695652174
"Skeena-c(""Ksi Ts'Oohl Ts'Ap"", ""Ksi Ts'Oohl Ts'Ap 2"")",Skeena,c("Ksi Ts'Oohl Ts'Ap", "Ksi Ts'Oohl Ts'Ap 2"),214.230769230769
"Skeena-c(""Pinkut Creek"", ""Pinkut Creek-Below Weir"")",Skeena,c("Pinkut Creek", "Pinkut Creek-Below Weir"),100516.653061224
"Skeena-c(""Shames River"", ""Shames Slough"")",Skeena,c("Shames River", "Shames Slough"),3618.56666666667
"Skeena-c(""Wolf Creek"", ""Wolf Creek 2"")",Skeena,c("Wolf Creek", "Wolf Creek 2"),6339.94029850746
"Skeena-Canyon Creek",Skeena,Canyon Creek,190
"Skeena-Cedar Creek",Skeena,Cedar Creek,933
"Skeena-Cedar River",Skeena,Cedar River,2374.0404040404
"Skeena-Chambers Creek",Skeena,Chambers Creek,8311.37931034483
"Skeena-Chicago Creek",Skeena,Chicago Creek,735.640732265446
"Skeena-Chismore Creek",Skeena,Chismore Creek,1337.5
"Skeena-Clay Creek",Skeena,Clay Creek,1091.78759398496
"Skeena-Clear Creek",Skeena,Clear Creek,1052.90899122807
"Skeena-Clearwater Creek",Skeena,Clearwater Creek,621.016103059581
"Skeena-Clifford Creek",Skeena,Clifford Creek,1413.62971175166
"Skeena-Club Creek-Lower [Between Club Lake And Stephens Lake]",Skeena,Club Creek-Lower [Between Club Lake And Stephens Lake],3289.35294117647
"Skeena-Club Creek-Upper",Skeena,Club Creek-Upper,1654.4298245614
"Skeena-Coldwater Creek",Skeena,Coldwater Creek,2820.84615384615
"Skeena-Comeau Creek",Skeena,Comeau Creek,718.333333333333
"Skeena-Crag Creek",Skeena,Crag Creek,2973
"Skeena-Crow Lagoon Creek",Skeena,Crow Lagoon Creek,1428.5
"Skeena-Cullon Creek",Skeena,Cullon Creek,652.875
"Skeena-Damshilgwit Creek",Skeena,Damshilgwit Creek,2403.18421052632
"Skeena-Date Creek",Skeena,Date Creek,1252.33714285714
"Skeena-Deep Creek",Skeena,Deep Creek,1933.73580386724
"Skeena-Denise Creek",Skeena,Denise Creek,1317.8404040404
"Skeena-Diana Lake Creek",Skeena,Diana Lake Creek,954
"Skeena-Dog Tag Creek",Skeena,Dog Tag Creek,1119.90400044436
"Skeena-Dogfish Creek",Skeena,Dogfish Creek,11974
"Skeena-Donahue Creek",Skeena,Donahue Creek,761.285714285714
"Skeena-Donalds Creek",Skeena,Donalds Creek,501
"Skeena-Driftwood Creek",Skeena,Driftwood Creek,130.3125
"Skeena-Ecstall River",Skeena,Ecstall River,24692.6965880936
"Skeena-Ensheshese River",Skeena,Ensheshese River,10527.1176470588
"Skeena-Erlandsen Creek",Skeena,Erlandsen Creek,585.350419527079
"Skeena-Esker Slough",Skeena,Esker Slough,282.5
"Skeena-Exchamsiks River",Skeena,Exchamsiks River,2484.48817031317
"Skeena-Exstew River",Skeena,Exstew River,1846.57023411371
"Skeena-Falls Creek",Skeena,Falls Creek,824.47619047619
"Skeena-Fiddler Creek",Skeena,Fiddler Creek,980.509057971014
"Skeena-Five Mile Creek",Skeena,Five Mile Creek,294.152173913043
"Skeena-Flewin Creek",Skeena,Flewin Creek,972.368421052632
"Skeena-Foote Creek",Skeena,Foote Creek,4462.5
"Skeena-Footsore Lake Creek",Skeena,Footsore Lake Creek,190.533333333333
"Skeena-Footsore Lake Creek-Up",Skeena,Footsore Lake Creek-Up,202.153846153846
"Skeena-Four Mile Creek",Skeena,Four Mile Creek,4365.34285714286
"Skeena-Fulton River",Skeena,Fulton River,1154.17450980392
"Skeena-Fulton River-Above Weir",Skeena,Fulton River-Above Weir,207141.979166667
"Skeena-Furlong Creek",Skeena,Furlong Creek,88.9333333333333
"Skeena-Gingit Creek",Skeena,Gingit Creek,491.666666666667
"Skeena-Gitnadoix River",Skeena,Gitnadoix River,8486.83512566731
"Skeena-Gitzyon Creek",Skeena,Gitzyon Creek,170
"Skeena-Glacier Creek",Skeena,Glacier Creek,120.862068965517
"Skeena-Glen Vowell Creek",Skeena,Glen Vowell Creek,128.815789473684
"Skeena-Goat Creek",Skeena,Goat Creek,101.15625
"Skeena-Gosnell Creek",Skeena,Gosnell Creek,1468.54838709677
"Skeena-Gullwing Creek",Skeena,Gullwing Creek,1251.41379310345
"Skeena-Hatchery Creek",Skeena,Hatchery Creek,38.9333333333333
"Skeena-Hays Creek",Skeena,Hays Creek,43.8333333333333
"Skeena-Hayward Creek",Skeena,Hayward Creek,1012.58333333333
"Skeena-Hazelton Creek",Skeena,Hazelton Creek,397.173913043478
"Skeena-Head Creek",Skeena,Head Creek,10350.9813519814
"Skeena-Herman Creek",Skeena,Herman Creek,1257.67669172932
"Skeena-Hevenor Creek",Skeena,Hevenor Creek,430.437062937063
"Skeena-Hodder Lake Creek",Skeena,Hodder Lake Creek,51.2666666666667
"Skeena-Humpback Creek",Skeena,Humpback Creek,4768.51851851852
"Skeena-Illiance River",Skeena,Illiance River,3517.88
"Skeena-Ironside Creek",Skeena,Ironside Creek,388.454545454546
"Skeena-Jackson Creek",Skeena,Jackson Creek,119.705882352941
"Skeena-Johanson Creek",Skeena,Johanson Creek,376.481481481482
"Skeena-Johnston Creek",Skeena,Johnston Creek,2968.25714285714
"Skeena-Johnston Lake",Skeena,Johnston Lake,2103.96923076923
"Skeena-Kadeen Creek",Skeena,Kadeen Creek,847.696428571428
"Skeena-Kasiks River",Skeena,Kasiks River,6302.34045924225
"Skeena-Kathlyn Creek",Skeena,Kathlyn Creek,272.829787234042
"Skeena-Khutzeymateen River",Skeena,Khutzeymateen River,51557.1428571429
"Skeena-Khyex River",Skeena,Khyex River,23741.5416666667
"Skeena-Kispiox River",Skeena,Kispiox River,141860.822842595
"Skeena-Kitkatla Creek",Skeena,Kitkatla Creek,8864.78354978355
"Skeena-Kitsault River",Skeena,Kitsault River,693.722222222222
"Skeena-Kitseguecla River",Skeena,Kitseguecla River,1844.334682861
"Skeena-Kitsumkalum Lake",Skeena,Kitsumkalum Lake,2779.33333333333
"Skeena-Kitsumkalum River-Lower",Skeena,Kitsumkalum River-Lower,48869.7092525166
"Skeena-Kitsumkalum River-Upper",Skeena,Kitsumkalum River-Upper,2550.67528223411
"Skeena-Kitwanga River",Skeena,Kitwanga River,136550.774308039
"Skeena-Kleanza Creek",Skeena,Kleanza Creek,3538.82965651677
"Skeena-Kloiya River",Skeena,Kloiya River,2662.22805999032
"Skeena-Ksgyukwsa'A",Skeena,Ksgyukwsa'A,545
"Skeena-Kshwan River",Skeena,Kshwan River,883.857142857143
"Skeena-Ksi Gingolx",Skeena,Ksi Gingolx,5022.61538461538
"Skeena-Ksi Hlginx",Skeena,Ksi Hlginx,7902.27272727273
"Skeena-Ksi Sgasginist",Skeena,Ksi Sgasginist,311.357142857143
"Skeena-Ksi X'Anmas",Skeena,Ksi X'Anmas,78471.4285714286
"Skeena-Kwinitsa Creek",Skeena,Kwinitsa Creek,501.323529411765
"Skeena-La Hou Creek",Skeena,La Hou Creek,15007.0857142857
"Skeena-Lachmach River",Skeena,Lachmach River,5266.78787878788
"Skeena-Lakelse River",Skeena,Lakelse River,483740.051674712
"Skeena-Larch Creek",Skeena,Larch Creek,1218.42857142857
"Skeena-Lean-To Creek",Skeena,Lean-To Creek,129.055555555556
"Skeena-Leverson Creek",Skeena,Leverson Creek,1879.09090909091
"Skeena-Little Useless Creek",Skeena,Little Useless Creek,1589.18918918919
"Skeena-Lizard Creek",Skeena,Lizard Creek,2994.44444444444
"Skeena-Lockerby Creek",Skeena,Lockerby Creek,2099.54545454545
"Skeena-Madeline Creek",Skeena,Madeline Creek,2374.3
"Skeena-Magar Creek",Skeena,Magar Creek,2285.4022556391
"Skeena-Manzanita Cove Creek",Skeena,Manzanita Cove Creek,2678.86956521739
"Skeena-Mccully Creek",Skeena,Mccully Creek,387.344444444444
"Skeena-Mcnichol Creek",Skeena,Mcnichol Creek,1740.02083333333
"Skeena-Middle Creek",Skeena,Middle Creek,1234.75641025641
"Skeena-Molybdenum Creek",Skeena,Molybdenum Creek,103
"Skeena-Moore Cove Creek",Skeena,Moore Cove Creek,42161.9056603774
"Skeena-Morice River",Skeena,Morice River,73083.0529366676
"Skeena-Morrison Creek",Skeena,Morrison Creek,13170.6969014084
"Skeena-Motase Lake",Skeena,Motase Lake,549.739247311828
"Skeena-Mouse Creek",Skeena,Mouse Creek,4030.61538461538
"Skeena-Murder Creek",Skeena,Murder Creek,138.875
"Skeena-Nangeese River",Skeena,Nangeese River,2140.48909189023
"Skeena-Nanika River",Skeena,Nanika River,10565.6896766169
"Skeena-Nichyeskwa Creek",Skeena,Nichyeskwa Creek,643.627450980392
"Skeena-Nilkitkwa River",Skeena,Nilkitkwa River,539.616470588235
"Skeena-Nine Mile Creek",Skeena,Nine Mile Creek,1346.24242424242
"Skeena-North Kumealon Creek",Skeena,North Kumealon Creek,4448.97959183673
"Skeena-Oldfield Creek",Skeena,Oldfield Creek,129
"Skeena-Oona River",Skeena,Oona River,10432.123655914
"Skeena-Owen Creek",Skeena,Owen Creek,232.826086956522
"Skeena-Phoenix Creek",Skeena,Phoenix Creek,2653.40909090909
"Skeena-Pierre Creek",Skeena,Pierre Creek,19692.9696428571
"Skeena-Pinkut Creek",Skeena,Pinkut Creek,47.5384615384615
"Skeena-Pinkut Creek-Above Weir",Skeena,Pinkut Creek-Above Weir,180.225
"Skeena-Pirate Cove Creek",Skeena,Pirate Cove Creek,419.4
"Skeena-Porcher Creek",Skeena,Porcher Creek,5099.19047619048
"Skeena-Price Creek",Skeena,Price Creek,870.834975369458
"Skeena-Prudhomme Creek",Skeena,Prudhomme Creek,195.941176470588
"Skeena-Reiseter Creek",Skeena,Reiseter Creek,131
"Skeena-Richfield Creek",Skeena,Richfield Creek,102.8125
"Skeena-Salix Creek",Skeena,Salix Creek,309.470588235294
"Skeena-Salmon Cove Creek",Skeena,Salmon Cove Creek,2940
"Skeena-Salmon Run Creek",Skeena,Salmon Run Creek,159.4
"Skeena-Sam Bay Creek",Skeena,Sam Bay Creek,2256.25
"Skeena-Sandy Bay Creek",Skeena,Sandy Bay Creek,5280.90909090909
"Skeena-Schulbuckhand Creek",Skeena,Schulbuckhand Creek,2228.57007575758
"Skeena-Scotia River",Skeena,Scotia River,9792.5
"Skeena-Shandilla Creek",Skeena,Shandilla Creek,299
"Skeena-Shass Creek",Skeena,Shass Creek,6514.63058823529
"Skeena-Shawatlan River",Skeena,Shawatlan River,1069.79166666667
"Skeena-Shegunia River",Skeena,Shegunia River,3218.06293706294
"Skeena-Silver Creek",Skeena,Silver Creek,4175.80865800866
"Skeena-Singlehurst Creek",Skeena,Singlehurst Creek,850.034782608696
"Skeena-Skunsnat Creek",Skeena,Skunsnat Creek,124.135135135135
"Skeena-Slamgeesh River",Skeena,Slamgeesh River,968.3
"Skeena-Snass Creek",Skeena,Snass Creek,356.25
"Skeena-Sockeye Creek",Skeena,Sockeye Creek,3025.49745515227
"Skeena-Southend Creek",Skeena,Southend Creek,7458.36466165414
"Skeena-Sparkling Creek",Skeena,Sparkling Creek,910.833333333333
"Skeena-Spiller River",Skeena,Spiller River,4039.4328358209
"Skeena-Spring Creek",Skeena,Spring Creek,91.1388888888889
"Skeena-Stagoo Creek",Skeena,Stagoo Creek,5659.55882352941
"Skeena-Star Creek",Skeena,Star Creek,108.928571428571
"Skeena-Station Creek",Skeena,Station Creek,1164.50754310345
"Skeena-Steep Canyon Creek",Skeena,Steep Canyon Creek,131.272727272727
"Skeena-Stumaun Creek",Skeena,Stumaun Creek,7092.16666666667
"Skeena-Suskwa River",Skeena,Suskwa River,1151.52564102564
"Skeena-Sustut River",Skeena,Sustut River,1279.58620689655
"Skeena-Sutherland River",Skeena,Sutherland River,878.3
"Skeena-Sweetin River",Skeena,Sweetin River,649.887931034483
"Skeena-Tachek Creek",Skeena,Tachek Creek,2013.94117647059
"Skeena-Tahlo Creek-Lower",Skeena,Tahlo Creek-Lower,6489.60606060606
"Skeena-Tahlo Creek-Upper",Skeena,Tahlo Creek-Upper,968.235294117647
"Skeena-Telkwa River",Skeena,Telkwa River,2463.94117647059
"Skeena-Thomas Creek",Skeena,Thomas Creek,168.461538461538
"Skeena-Thornhill Creek",Skeena,Thornhill Creek,408.746153846154
"Skeena-Toboggan Creek",Skeena,Toboggan Creek,4676.70750988142
"Skeena-Toon River",Skeena,Toon River,12909.7575757576
"Skeena-Tracy Bay Creek",Skeena,Tracy Bay Creek,1719.33333333333
"Skeena-Tracy Bay Creek #2",Skeena,Tracy Bay Creek #2,1289.72727272727
"Skeena-Trout Creek",Skeena,Trout Creek,107.083333333333
"Skeena-Tsezakwa Creek",Skeena,Tsezakwa Creek,1588.2625
"Skeena-Twain Creek",Skeena,Twain Creek,8245.55882352941
"Skeena-UPPER SUSTUT RIVER",Skeena,UPPER SUSTUT RIVER,699.034482758621
"Skeena-Useless Creek",Skeena,Useless Creek,4744.38775510204
"Skeena-Wesach Creek",Skeena,Wesach Creek,1050
"Skeena-West Creek",Skeena,West Creek,2346
"Skeena-Westside Creek",Skeena,Westside Creek,1111.53846153846
"Skeena-White Creek",Skeena,White Creek,538.307692307692
"Skeena-Whitly Point Creek",Skeena,Whitly Point Creek,2534.75
"Skeena-Wilauks Creek",Skeena,Wilauks Creek,2682.58823529412
"Skeena-Williams Creek",Skeena,Williams Creek,5775.609375
"Skeena-Wolf Creek",Skeena,Wolf Creek,5048.90909090909
"Skeena-Xnukw",Skeena,Xnukw,1900
"Skeena-Zymagotitz River",Skeena,Zymagotitz River,2845.31098382749
"Skeena-Zymoetz River-Lower",Skeena,Zymoetz River-Lower,6244.91456660301
"Skeena-Zymoetz River-Upper",Skeena,Zymoetz River-Upper,3626.07117153139
"Transboundary-ALSEK RIVER",Transboundary,ALSEK RIVER,68613.4375
"Transboundary-BEATTY CREEK",Transboundary,BEATTY CREEK,226.04
"Transboundary-BLANCHARD RIVER",Transboundary,BLANCHARD RIVER,245.130434782609
"Transboundary-BRONSON CREEK",Transboundary,BRONSON CREEK,30.1923076923077
"Transboundary-CANYON ISLAND",Transboundary,CANYON ISLAND,14237.4210526316
"Transboundary-CHRISTINA CREEK",Transboundary,CHRISTINA CREEK,37.3888888888889
"Transboundary-CHUTINE RIVER",Transboundary,CHUTINE RIVER,123.472222222222
"Transboundary-CRAIG RIVER",Transboundary,CRAIG RIVER,802.266666666667
"Transboundary-DUDIDONTU RIVER",Transboundary,DUDIDONTU RIVER,433.555555555555
"Transboundary-FLANNIGAN SLOUGH",Transboundary,FLANNIGAN SLOUGH,1064.76923076923
"Transboundary-GOAT CREEK",Transboundary,GOAT CREEK,40.9090909090909
"Transboundary-KATETE RIVER",Transboundary,KATETE RIVER,2349.12222222222
"Transboundary-KING SALMON LAKE",Transboundary,KING SALMON LAKE,3572.36842105263
"Transboundary-KLUKSHU RIVER",Transboundary,KLUKSHU RIVER,17468.1729249012
"Transboundary-KOWATUA RIVER",Transboundary,KOWATUA RIVER,623.608695652174
"Transboundary-KUTHAI LAKE",Transboundary,KUTHAI LAKE,2890.35714285714
"Transboundary-LITTLE TAHLTAN RIVER",Transboundary,LITTLE TAHLTAN RIVER,3783.93023255814
"Transboundary-LITTLE TRAPPER LAKE",Transboundary,LITTLE TRAPPER LAKE,10891.0769230769
"Transboundary-NAHLIN RIVER",Transboundary,NAHLIN RIVER,1733.83558994197
"Transboundary-NAKINA RIVER",Transboundary,NAKINA RIVER,11062.1755852843
"Transboundary-NESKETAHIN LAKE",Transboundary,NESKETAHIN LAKE,1454.4
"Transboundary-PORCUPINE RIVER",Transboundary,PORCUPINE RIVER,535.849673202614
"Transboundary-SCUD RIVER",Transboundary,SCUD RIVER,617.123737373737
"Transboundary-STIKINE RIVER",Transboundary,STIKINE RIVER,31688.0465116279
"Transboundary-STONEHOUSE",Transboundary,STONEHOUSE,105.363636363636
"Transboundary-TAHLTAN RIVER",Transboundary,TAHLTAN RIVER,26140.3007936508
"Transboundary-TAKHANNE RIVER",Transboundary,TAKHANNE RIVER,182.84
"Transboundary-TAKU RIVER",Transboundary,TAKU RIVER,67688.2631578947
"Transboundary-TATSAMENIE LAKE",Transboundary,TATSAMENIE LAKE,8186.96296296296
"Transboundary-TATSATUA RIVER",Transboundary,TATSATUA RIVER,7532.77391304348
"Transboundary-TSETA CREEK",Transboundary,TSETA CREEK,329.21875
"Transboundary-VERRETT RIVER",Transboundary,VERRETT RIVER,504.270535714286
"Transboundary-VERRETT SLOUGH",Transboundary,VERRETT SLOUGH,82.5666666666667
"Transboundary-VILLAGE CREEK",Transboundary,VILLAGE CREEK,2214.84848484849
"Transboundary-WEST KATETE RIVER",Transboundary,WEST KATETE RIVER,204.733333333333
"Vancouver Island & Mainland Inlets-ADAM RIVER",Vancouver Island & Mainland Inlets,ADAM RIVER,195762.174776154
"Vancouver Island & Mainland Inlets-AHNUHATI RIVER",Vancouver Island & Mainland Inlets,AHNUHATI RIVER,57519.4155435582
"Vancouver Island & Mainland Inlets-AHTA RIVER",Vancouver Island & Mainland Inlets,AHTA RIVER,21510.4968297101
"Vancouver Island & Mainland Inlets-AHTA VALLEY CREEK",Vancouver Island & Mainland Inlets,AHTA VALLEY CREEK,3949.22004608295
"Vancouver Island & Mainland Inlets-AHWHICHAOLTO CREEK-LOWER",Vancouver Island & Mainland Inlets,AHWHICHAOLTO CREEK-LOWER,757.791505791506
"Vancouver Island & Mainland Inlets-AHWHICHAOLTO CREEK-UPPER",Vancouver Island & Mainland Inlets,AHWHICHAOLTO CREEK-UPPER,353.970588235294
"Vancouver Island & Mainland Inlets-ALISON RIVER",Vancouver Island & Mainland Inlets,ALISON RIVER,804.5
"Vancouver Island & Mainland Inlets-ALLARDYCE CREEK",Vancouver Island & Mainland Inlets,ALLARDYCE CREEK,323.92
"Vancouver Island & Mainland Inlets-AMAI CREEK",Vancouver Island & Mainland Inlets,AMAI CREEK,2111.42609570662
"Vancouver Island & Mainland Inlets-AMOR DE COSMOS CREEK",Vancouver Island & Mainland Inlets,AMOR DE COSMOS CREEK,46791.5398586707
"Vancouver Island & Mainland Inlets-ANDERSON CREEK",Vancouver Island & Mainland Inlets,ANDERSON CREEK,3160.22456140351
"Vancouver Island & Mainland Inlets-ANGUS CREEK",Vancouver Island & Mainland Inlets,ANGUS CREEK,2559.90504543281
"Vancouver Island & Mainland Inlets-ANNIE CREEK",Vancouver Island & Mainland Inlets,ANNIE CREEK,24.75
"Vancouver Island & Mainland Inlets-APPLE CREEK",Vancouver Island & Mainland Inlets,APPLE CREEK,139.164502164502
"Vancouver Island & Mainland Inlets-APPLE RIVER",Vancouver Island & Mainland Inlets,APPLE RIVER,12554.7656244721
"Vancouver Island & Mainland Inlets-ARTLISH RIVER",Vancouver Island & Mainland Inlets,ARTLISH RIVER,4838.30650515874
"Vancouver Island & Mainland Inlets-ASHLU CREEK",Vancouver Island & Mainland Inlets,ASHLU CREEK,4339.70074997191
"Vancouver Island & Mainland Inlets-ATLEO RIVER",Vancouver Island & Mainland Inlets,ATLEO RIVER,12226.0042016807
"Vancouver Island & Mainland Inlets-AYUM CREEK",Vancouver Island & Mainland Inlets,AYUM CREEK,1401.78260869565
"Vancouver Island & Mainland Inlets-B.C. RAIL SPAWNING CHANNEL",Vancouver Island & Mainland Inlets,B.C. RAIL SPAWNING CHANNEL,1345
"Vancouver Island & Mainland Inlets-BAKER CREEK",Vancouver Island & Mainland Inlets,BAKER CREEK,293.71052631579
"Vancouver Island & Mainland Inlets-BAMFORD CREEK",Vancouver Island & Mainland Inlets,BAMFORD CREEK,597.757918552036
"Vancouver Island & Mainland Inlets-BARR CREEK",Vancouver Island & Mainland Inlets,BARR CREEK,199.666666666667
"Vancouver Island & Mainland Inlets-BATTLE BAY RIVER",Vancouver Island & Mainland Inlets,BATTLE BAY RIVER,3442.11404220779
"Vancouver Island & Mainland Inlets-BAWDEN CREEK",Vancouver Island & Mainland Inlets,BAWDEN CREEK,3077.76410730805
"Vancouver Island & Mainland Inlets-BEAR CREEK",Vancouver Island & Mainland Inlets,BEAR CREEK,1100.39467849224
"Vancouver Island & Mainland Inlets-BECK CREEK",Vancouver Island & Mainland Inlets,BECK CREEK,190.983766233766
"Vancouver Island & Mainland Inlets-BEDWELL RIVER",Vancouver Island & Mainland Inlets,BEDWELL RIVER,3752.34889865037
"Vancouver Island & Mainland Inlets-BIRD COVE CREEK",Vancouver Island & Mainland Inlets,BIRD COVE CREEK,532.166666666667
"Vancouver Island & Mainland Inlets-BISH CREEK",Vancouver Island & Mainland Inlets,BISH CREEK,396.8
"Vancouver Island & Mainland Inlets-BISHOP CREEK",Vancouver Island & Mainland Inlets,BISHOP CREEK,7071.53030303031
"Vancouver Island & Mainland Inlets-BLACK CREEK",Vancouver Island & Mainland Inlets,BLACK CREEK,10633.1760979245
"Vancouver Island & Mainland Inlets-BLACK LAKE CREEK",Vancouver Island & Mainland Inlets,BLACK LAKE CREEK,391.904761904762
"Vancouver Island & Mainland Inlets-BLOODS CREEK",Vancouver Island & Mainland Inlets,BLOODS CREEK,18.7272727272727
"Vancouver Island & Mainland Inlets-BOB CREEK",Vancouver Island & Mainland Inlets,BOB CREEK,150.4
"Vancouver Island & Mainland Inlets-BONELL CREEK",Vancouver Island & Mainland Inlets,BONELL CREEK,2691.8858974359
"Vancouver Island & Mainland Inlets-BONSALL CREEK",Vancouver Island & Mainland Inlets,BONSALL CREEK,1875.96358543417
"Vancouver Island & Mainland Inlets-BRANCH 100 CREEK",Vancouver Island & Mainland Inlets,BRANCH 100 CREEK,25.4545454545455
"Vancouver Island & Mainland Inlets-BREM RIVER",Vancouver Island & Mainland Inlets,BREM RIVER,6856.28367003367
