"species","location","locationtype","parameter","year","datavalue"
"Coho","Nass","Assessment Region","reg_runsize_relative","2014","38.891225459"
"Coho","Skeena","Assessment Region","reg_runsize_raw","1954","246196.5"
"Coho","Skeena","Assessment Region","reg_runsize_raw","1955","375632"
"Coho","Skeena","Assessment Region","reg_runsize_raw","1956","485542"
"Coho","Skeena","Assessment Region","reg_runsize_raw","1957","276554.66667"
"Coho","Skeena","Assessment Region","reg_runsize_raw","1958","408816"
"Coho","Skeena","Assessment Region","reg_runsize_raw","1960","508852.66667"
"Coho","Skeena","Assessment Region","reg_runsize_raw","1961","224708.25"
"Coho","Skeena","Assessment Region","reg_runsize_raw","1962","169487.75"
"Coho","Skeena","Assessment Region","reg_runsize_raw","1963","304124"
"Coho","Skeena","Assessment Region","reg_runsize_raw","1964","299657.33333"
"Coho","Skeena","Assessment Region","reg_runsize_raw","1965","406985.75"
"Coho","Skeena","Assessment Region","reg_runsize_raw","1966","262337"
"Coho","Skeena","Assessment Region","reg_runsize_raw","1967","103516"
"Coho","Skeena","Assessment Region","reg_runsize_raw","1968","283464.5"
"Coho","Skeena","Assessment Region","reg_runsize_raw","1969","130409.5"
"Coho","Skeena","Assessment Region","reg_runsize_raw","1970","186369.5"
"Coho","Skeena","Assessment Region","reg_runsize_raw","1971","215035"
"Coho","Skeena","Assessment Region","reg_runsize_raw","1972","168855.25"
"Coho","Skeena","Assessment Region","reg_runsize_raw","1973","84951"
"Coho","Skeena","Assessment Region","reg_runsize_raw","1974","102757"
"Coho","Skeena","Assessment Region","reg_runsize_raw","1975","42670"
"Coho","Skeena","Assessment Region","reg_runsize_raw","1976","84144.666667"
"Coho","Skeena","Assessment Region","reg_runsize_raw","1977","104905.66667"
"Coho","Skeena","Assessment Region","reg_runsize_raw","1978","180424.66667"
"Coho","Skeena","Assessment Region","reg_runsize_raw","1979","74775.333333"
"Coho","Skeena","Assessment Region","reg_runsize_raw","1980","192178.33333"
"Coho","Skeena","Assessment Region","reg_runsize_raw","1981","113714.33333"
"Coho","Skeena","Assessment Region","reg_runsize_raw","1982","80250"
"Coho","Skeena","Assessment Region","reg_runsize_raw","1983","205544.33333"
"Coho","Skeena","Assessment Region","reg_runsize_raw","1984","210126.33333"
"Coho","Skeena","Assessment Region","reg_runsize_raw","1985","117495"
"Coho","Skeena","Assessment Region","reg_runsize_raw","1986","397260"
"Coho","Skeena","Assessment Region","reg_runsize_raw","1987","268804.5"
"Coho","Skeena","Assessment Region","reg_runsize_raw","1988","42584.666667"
"Coho","Skeena","Assessment Region","reg_runsize_raw","1989","171490"
"Coho","Skeena","Assessment Region","reg_runsize_raw","1990","270021.75"
"Coho","Skeena","Assessment Region","reg_runsize_raw","1991","180059.33333"
"Coho","Skeena","Assessment Region","reg_runsize_raw","1992","172948.33333"
"Coho","Skeena","Assessment Region","reg_runsize_raw","1993","67075.25"
"Coho","Skeena","Assessment Region","reg_runsize_raw","1994","313177"
"Coho","Skeena","Assessment Region","reg_runsize_raw","1995","61886.5"
"Coho","Skeena","Assessment Region","reg_runsize_raw","1996","143792.5"
"Coho","Skeena","Assessment Region","reg_runsize_raw","1997","26245.666667"
"Coho","Skeena","Assessment Region","reg_runsize_raw","1998","109103.5"
"Coho","Skeena","Assessment Region","reg_runsize_raw","1999","152834.66667"
"Coho","Skeena","Assessment Region","reg_runsize_raw","2000","65066.75"
"Coho","Skeena","Assessment Region","reg_runsize_raw","2001","160001.25"
"Coho","Skeena","Assessment Region","reg_runsize_raw","2002","120440"
"Coho","Skeena","Assessment Region","reg_runsize_raw","2003","122840"
"Coho","Skeena","Assessment Region","reg_runsize_raw","2004","110011.5"
"Coho","Skeena","Assessment Region","reg_runsize_raw","2005","176293.25"
"Coho","Skeena","Assessment Region","reg_runsize_raw","2006","97117.75"
"Coho","Skeena","Assessment Region","reg_runsize_raw","2007","98574.75"
"Coho","Skeena","Assessment Region","reg_runsize_raw","2008","74521.75"
"Coho","Skeena","Assessment Region","reg_runsize_raw","2009","255497"
"Coho","Skeena","Assessment Region","reg_runsize_raw","2010","124133.25"
"Coho","Skeena","Assessment Region","reg_runsize_raw","2011","87812.333333"
"Coho","Skeena","Assessment Region","reg_runsize_raw","2012","110086.66667"
"Coho","Skeena","Assessment Region","reg_runsize_raw","2013","165320.25"
"Coho","Skeena","Assessment Region","reg_runsize_raw","2014","140976"
"Coho","Skeena","Assessment Region","reg_runsize_raw","2015","88289.333333"
"Coho","Skeena","Assessment Region","reg_runsize_raw","2016","195831.33333"
"Coho","Skeena","Assessment Region","reg_runsize_raw","2017","96269.333333"
"Coho","Skeena","Assessment Region","reg_runsize_relative","1954","41.991216127"
"Coho","Skeena","Assessment Region","reg_runsize_relative","1955","43.554955988"
"Coho","Skeena","Assessment Region","reg_runsize_relative","1956","73.472238745"
"Coho","Skeena","Assessment Region","reg_runsize_relative","1957","46.026437573"
"Coho","Skeena","Assessment Region","reg_runsize_relative","1958","57.138945372"
"Coho","Skeena","Assessment Region","reg_runsize_relative","1960","52.554788344"
"Coho","Skeena","Assessment Region","reg_runsize_relative","1961","43.396821396"
"Coho","Skeena","Assessment Region","reg_runsize_relative","1962","49.788836861"
"Coho","Skeena","Assessment Region","reg_runsize_relative","1963","50.950658228"
"Coho","Skeena","Assessment Region","reg_runsize_relative","1964","31.936495113"
"Coho","Skeena","Assessment Region","reg_runsize_relative","1965","45.729848659"
"Coho","Skeena","Assessment Region","reg_runsize_relative","1966","41.475340245"
"Coho","Skeena","Assessment Region","reg_runsize_relative","1967","17.858994873"
"Coho","Skeena","Assessment Region","reg_runsize_relative","1968","40.852977711"
"Coho","Skeena","Assessment Region","reg_runsize_relative","1969","21.708517583"
"Coho","Skeena","Assessment Region","reg_runsize_relative","1970","34.219780215"
"Coho","Skeena","Assessment Region","reg_runsize_relative","1971","24.372621113"
"Coho","Skeena","Assessment Region","reg_runsize_relative","1972","23.589927222"
"Coho","Skeena","Assessment Region","reg_runsize_relative","1973","17.648582729"
