"","drv_regionid","region","region_abbr","species_name","species_abbr","pooledcuid","cuid","primarycu","cu_name_pse","cu_name_dfo","cu_index","gen_length","regionid","sppqualifiedid"
"189",3,"Central Coast","CC","Chinook","CK",511,511,TRUE,"Wannock","Wannock (Chinook)","CK-38",-989898,3,5
"190",3,"Central Coast","CC","Chinook","CK",512,512,TRUE,"Bella Coola-Bentinck","Bella Coola-Bentinck (Chinook)","CK-39",-989898,3,5
"191",3,"Central Coast","CC","Chinook","CK",513,513,TRUE,"Dean River","Dean River (Chinook)","CK-40",-989898,3,5
"192",3,"Central Coast","CC","Chinook","CK",514,514,TRUE,"North & Central Coast-Late","North & Central Coast-late timing (Chinook)","CK-41",-989898,3,5
"193",3,"Central Coast","CC","Chinook","CK",515,515,TRUE,"North & Central Coast-Early","North & Central Coast-early timing (Chinook)","CK-42",-989898,3,5
"194",3,"Central Coast","CC","Coho","CO",516,516,TRUE,"Smith Inlet","Smith Inlet (Coho)","CO-20",-989898,3,6
"195",3,"Central Coast","CC","Coho","CO",517,517,TRUE,"Rivers Inlet","Rivers Inlet (Coho)","CO-21",-989898,3,6
"196",3,"Central Coast","CC","Coho","CO",518,518,TRUE,"Bella Coola-Dean Rivers","Bella Coola-Dean Rivers (Coho)","CO-22",-989898,3,6
"197",3,"Central Coast","CC","Coho","CO",519,519,TRUE,"Mussel-Kynoch","Mussel-Kynoch (Coho)","CO-26",-989898,3,6
"198",3,"Central Coast","CC","Coho","CO",520,520,TRUE,"Hecate Strait Mainland","Hecate Strait Mainland (Coho)","CO-27",-989898,3,6
"199",3,"Central Coast","CC","Coho","CO",521,521,TRUE,"Brim-Wahoo","Brim-Wahoo (Coho)","CO-28",-989898,3,6
"200",3,"Central Coast","CC","Coho","CO",522,522,TRUE,"Douglas Channel-Kitimat Arm","Douglas Channel-Kitimat Arm (Coho)","CO-29",-989898,3,6
"201",3,"Central Coast","CC","Coho","CO",523,523,TRUE,"Northern Coastal Streams","Northern Coastal Streams (Coho)","CO-30",-989898,3,6
"202",3,"Central Coast","CC","Chum","CM",500,500,TRUE,"Smith Inlet","Smith Inlet (Chum)","CM-12",-989898,3,7
"203",3,"Central Coast","CC","Chum","CM",501,501,TRUE,"Rivers Inlet","Rivers Inlet (Chum)","CM-13",-989898,3,7
"204",3,"Central Coast","CC","Chum","CM",502,502,TRUE,"Wannock","Wannock (Chum)","CM-14",-989898,3,7
"205",3,"Central Coast","CC","Chum","CM",503,503,TRUE,"Spiller-Fitz-Hugh-Burke","Spiller-Fitz-Hugh-Burke (Chum)","CM-15",-989898,3,7
"206",3,"Central Coast","CC","Chum","CM",504,504,TRUE,"Bella Coola-Dean Rivers","Bella Coola-Dean Rivers (Chum)","CM-16",-989898,3,7
"207",3,"Central Coast","CC","Chum","CM",505,505,TRUE,"Bella Coola River-Late","Bella Coola River-Late (Chum)","CM-17",-989898,3,7
"208",3,"Central Coast","CC","Chum","CM",506,506,TRUE,"Hecate Lowlands","Hecate Lowlands (Chum)","CM-18",-989898,3,7
"209",3,"Central Coast","CC","Chum","CM",507,507,TRUE,"Mussel-Kynoch","Mussel-Kynock (Chum)","CM-19",-989898,3,7
"210",3,"Central Coast","CC","Chum","CM",508,508,TRUE,"Douglas-Gardner","Douglas-Gardner (Chum)","CM-20",-989898,3,7
"211",3,"Central Coast","CC","Steelhead","SH",680,680,TRUE,"North Coast Winter","North Coast Winter","-989898",-989898,3,10
"212",3,"Central Coast","CC","Steelhead","SH",681,681,TRUE,"North Coast Summer","North Coast Summer","-989898",-989898,3,10
"213",3,"Central Coast","CC","Steelhead","SH",682,682,TRUE,"Central Coast Winter","Central Coast Winter","-989898",-989898,3,10
"214",3,"Central Coast","CC","Steelhead","SH",683,683,TRUE,"Transition Summer","Transition Summer","-989898",-989898,3,10
"215",4,"Fraser","FRSR","Lake sockeye","SEL",711,711,TRUE,"Chilliwack-Early Summer (cyclic)","Chilliwack_Early Summer","SEL-03-01",-989898,4,1
"216",4,"Fraser","FRSR","Lake sockeye","SEL",712,712,TRUE,"Cultus-Late","Cultus_Late","SEL-03-02",-989898,4,1
"217",4,"Fraser","FRSR","Lake sockeye","SEL",713,713,TRUE,"Harrison-Downstream Migrating-Late","Harrison-downstream migrating_Late","SEL-03-03",-989898,4,1
"218",4,"Fraser","FRSR","Lake sockeye","SEL",714,714,TRUE,"Harrison-Upstream Migrating-Late","Harrison-upstream migrating_Late","SEL-03-04",-989898,4,1
"219",4,"Fraser","FRSR","Lake sockeye","SEL",715,715,TRUE,"Pitt-Early Summer","Pitt_Early Summer","SEL-03-05",-989898,4,1
"220",4,"Fraser","FRSR","Lake sockeye","SEL",716,716,TRUE,"Lillooet-Harrison-Late","Lillooet/Harrison_Late","SEL-04-01",-989898,4,1
"221",4,"Fraser","FRSR","Lake sockeye","SEL",718,718,TRUE,"Nahatlatch-Early Summer","Nahatlatch_Early Summer","SEL-05-02",-989898,4,1
"222",4,"Fraser","FRSR","Lake sockeye","SEL",719,719,TRUE,"Anderson-Seton-Early Summer","Anderson/Seton_Early Summer","SEL-06-01",-989898,4,1
"223",4,"Fraser","FRSR","Lake sockeye","SEL",720,720,TRUE,"Chilko-Early Summer","Chilko_Early Summer","SEL-06-02",-989898,4,1
"224",4,"Fraser","FRSR","Lake sockeye","SEL",721,721,TRUE,"Chilko-Summer","Chilko_Summer","SEL-06-03",-989898,4,1
"225",4,"Fraser","FRSR","Lake sockeye","SEL",725,725,TRUE,"Francois-Fraser-Summer","Francois/Fraser_Summer","SEL-06-07",-989898,4,1
"226",4,"Fraser","FRSR","Lake sockeye","SEL",727,727,TRUE,"Nadina-Francois-Early Summer","Nadina/Francois_Early Summer <<Extinct>>","SEL-06-20",-989898,4,1
"227",4,"Fraser","FRSR","Lake sockeye","SEL",728,728,TRUE,"Quesnel-Summer (cyclic)","Quesnel_Summer","SEL-06-10",-989898,4,1
"228",4,"Fraser","FRSR","Lake sockeye","SEL",729,729,TRUE,"Seton-Late (de novo)","Seton_Late","SEL-06-11",-989898,4,1
"229",4,"Fraser","FRSR","Lake sockeye","SEL",731,731,TRUE,"Takla-Trembleur-Stuart-Summer (cyclic)","Takla/Trembleur/Stuart_Summer","SEL-06-13",-989898,4,1
"230",4,"Fraser","FRSR","Lake sockeye","SEL",732,732,TRUE,"Takla-Trembleur-Early Stuart (cyclic)","Takla/Trembleur_Early Stuart","SEL-06-14",-989898,4,1
"231",4,"Fraser","FRSR","Lake sockeye","SEL",734,734,TRUE,"Taseko-Early Summer","Taseko_Early Summer","SEL-06-16",-989898,4,1
"232",4,"Fraser","FRSR","Lake sockeye","SEL",735,735,TRUE,"Bowron-Early Summer","Bowron_Early Summer","SEL-07-01",-989898,4,1
"233",4,"Fraser","FRSR","Lake sockeye","SEL",738,738,TRUE,"Shuswap-Early Summer (cyclic)","Shuswap_Early Summer","SEL-09-02",-989898,4,1
"234",4,"Fraser","FRSR","Lake sockeye","SEL",739,739,TRUE,"Shuswap-Late (cyclic)","Shuswap_Late","SEL-09-03",-989898,4,1
"235",4,"Fraser","FRSR","Lake sockeye","SEL",740,740,TRUE,"Kamloops-Early Summer","Kamloops_Early Summer","SEL-10-01",-989898,4,1
"236",4,"Fraser","FRSR","Lake sockeye","SEL",751,751,TRUE,"Adams & Momich Lakes-Early Summer","Adams and Momich Lakes_Early Summer <<Extinct>>","SEL-09-xx",-989898,4,1
"237",4,"Fraser","FRSR","Lake sockeye","SEL",752,752,TRUE,"North Barriere-Early Summer (de novo)","North Barriere_Early Summer <<de novo>>","SEL-10-03",-989898,4,1
"238",4,"Fraser","FRSR","Lake sockeye","SEL",753,753,TRUE,"Fraser-Early Summer","Fraser_Early Summer<<Extinct>>","SEL-06-06",-989898,4,1
"239",4,"Fraser","FRSR","Lake sockeye","SEL",756,756,TRUE,"Alouette-Early Summer","Alouette - Early Summer <<Extinct>>","-989898",-989898,4,1
"240",4,"Fraser","FRSR","Lake sockeye","SEL",757,757,TRUE,"Coquitlam-Early Summer","Coquitlam – Early Summer <<Extinct>>","-989898",-989898,4,1
"241",4,"Fraser","FRSR","Lake sockeye","SEL",758,758,TRUE,"Kawkawa-Late","Kawkawa – Late <<Extinct>>","-989898",-989898,4,1
"242",4,"Fraser","FRSR","Lake sockeye","SEL",759,759,TRUE,"Seton-Summer","Seton - Summer <<Extinct>>","-989898",-989898,4,1
"243",4,"Fraser","FRSR","Lake sockeye","SEL",760,760,TRUE,"Adams-Early Summer","Adams - Early Summer <<Extinct>>","-989898",-989898,4,1
"244",4,"Fraser","FRSR","Lake sockeye","SEL",761,761,TRUE,"Momich-Early Summer","Momich - Early Summer <<Extinct>>","-989898",-989898,4,1
"245",4,"Fraser","FRSR","Lake sockeye","SEL",763,763,TRUE,"North Barriere-Early Summer","North Barriere - Early Summer <<Extinct>>","-989898",-989898,4,1
"246",4,"Fraser","FRSR","River sockeye","SER",742,742,TRUE,"Widgeon (river-type)","Widgeon","SER-02",-989898,4,2
"247",4,"Fraser","FRSR","River sockeye","SER",745,745,TRUE,"Harrison River (river-type)","Harrison River","SER-03",-989898,4,2
"248",4,"Fraser","FRSR","Pink (odd)","PKO",710,710,TRUE,"Fraser River (odd)","Fraser River","PKO-1",-989898,4,3
"249",4,"Fraser","FRSR","Chinook","CK",302,302,TRUE,"Boundary Bay (Fall 4-1)","CK002-Boundary Bay_FA_0.3","CK-2",-989898,4,5
"250",4,"Fraser","FRSR","Chinook","CK",303,303,TRUE,"Lower Fraser River (Fall 4-1)","CK003-Lower Fraser River_FA_0.3","CK-3",-989898,4,5
"251",4,"Fraser","FRSR","Chinook","CK",304,304,TRUE,"Lower Fraser River (Spring 5-2)","CK004-Lower Fraser River_SP_1.3","CK-4",-989898,4,5
"252",4,"Fraser","FRSR","Chinook","CK",305,305,TRUE,"Lower Fraser River-Upper Pitt (Summer 5-2)","CK005-Lower Fraser River-Upper Pitt_SU_1.3","CK-5",-989898,4,5
"253",4,"Fraser","FRSR","Chinook","CK",306,306,TRUE,"Lower Fraser River (Summer 5-2)","CK006-Lower Fraser River_SU_1.3","CK-6",-989898,4,5
"254",4,"Fraser","FRSR","Chinook","CK",307,307,TRUE,"Lower Fraser River-Maria Slough (Summer 4-1)","CK007-Maria Slough_SU_0.3","CK-7",-989898,4,5
"255",4,"Fraser","FRSR","Chinook","CK",308,308,TRUE,"Fraser Canyon-Nahatlatch (Spring 5-2)","CK008-Middle Fraser-Fraser Canyon_SP_1.3","CK-8",-989898,4,5
"256",4,"Fraser","FRSR","Chinook","CK",309,309,TRUE,"Middle Fraser River-Portage (Fall 5-2)","CK009-Middle Fraser River-Portage_FA_1.3","CK-9",-989898,4,5
"257",4,"Fraser","FRSR","Chinook","CK",310,310,TRUE,"Middle Fraser River (Spring 5-2)","CK010-Middle Fraser River_SP_1.3","CK-10",-989898,4,5
"258",4,"Fraser","FRSR","Chinook","CK",311,311,TRUE,"Middle Fraser River (Summer 5-2)","CK011-Middle Fraser River_SU_1.3","CK-11",-989898,4,5
"259",4,"Fraser","FRSR","Chinook","CK",312,312,TRUE,"Upper Fraser River (Spring 5-2)","CK012-Upper Fraser River_SP_1.3","CK-12",-989898,4,5
"260",4,"Fraser","FRSR","Chinook","CK",313,313,TRUE,"South Thompson River (Summer 4-1)","CK013-South Thompson_SU_0.3","CK-13",-989898,4,5
"261",4,"Fraser","FRSR","Chinook","CK",314,314,TRUE,"South Thompson River (Summer 5-2)","CK014-South Thompson_SU_1.3","CK-14",-989898,4,5
"262",4,"Fraser","FRSR","Chinook","CK",315,315,TRUE,"Shuswap River (Summer 4-1)","CK015-Shuswap River_SU_0.3","CK-15",-989898,4,5
"263",4,"Fraser","FRSR","Chinook","CK",316,316,TRUE,"South Thompson River-Bessette Creek (Summer 4-2)","CK016-South Thompson-Bessette Creek_SU_1.2","CK-16",-989898,4,5
"264",4,"Fraser","FRSR","Chinook","CK",317,317,TRUE,"Lower Thompson River (Spring 4-2)","CK017-Lower Thompson_SP_1.2","CK-17",-989898,4,5
"265",4,"Fraser","FRSR","Chinook","CK",318,318,TRUE,"North Thompson River (Spring 5-2)","CK018-North Thompson_SP_1.3","CK-18",-989898,4,5
"266",4,"Fraser","FRSR","Chinook","CK",319,319,TRUE,"North Thompson River (Summer 5-2)","CK019-North Thompson_SU_1.3","CK-19",-989898,4,5
"267",4,"Fraser","FRSR","Chinook","CK",333,333,TRUE,"South Thompson-Adams River Upper","CK082-Upper Adams River_SU_x.x","CK-82",-989898,4,5
"268",4,"Fraser","FRSR","Coho","CO",704,704,TRUE,"Lillooet","Lillooet","CO-4",-989898,4,6
"269",4,"Fraser","FRSR","Coho","CO",705,705,TRUE,"Fraser Canyon","Fraser Canyon","CO-5",-989898,4,6
"270",4,"Fraser","FRSR","Coho","CO",707,707,TRUE,"Lower Thompson","Lower Thompson","CO-7",-989898,4,6
"271",4,"Fraser","FRSR","Coho","CO",708,708,TRUE,"South Thompson","South Thompson","CO-8",-989898,4,6
"272",4,"Fraser","FRSR","Coho","CO",709,709,TRUE,"North Thompson","North Thompson","CO-9",-989898,4,6
"273",4,"Fraser","FRSR","Coho","CO",749,749,TRUE,"Interior Fraser","Interior Fraser","CO-48",-989898,4,6
"274",4,"Fraser","FRSR","Coho","CO",750,750,TRUE,"Lower Fraser","Lower Fraser","CO-47",-989898,4,6
"275",4,"Fraser","FRSR","Coho","CO",906,906,TRUE,"Boundary Bay","Boundary Bay","CO-1",-989898,4,6
"276",4,"Fraser","FRSR","Chum","CM",701,701,TRUE,"Lower Fraser","Lower Fraser","CM-2",-989898,4,7
"277",4,"Fraser","FRSR","Steelhead","SH",780,780,TRUE,"Mid Fraser Summer","Mid Fraser Summer","-989898",-989898,4,10
"278",4,"Fraser","FRSR","Steelhead","SH",781,781,TRUE,"Thompson Summer","Thompson Summer","-989898",-989898,4,10
"279",4,"Fraser","FRSR","Steelhead","SH",782,782,TRUE,"Lower Fraser Winter","Lower Fraser Winter","-989898",-989898,4,10
"280",4,"Fraser","FRSR","Steelhead","SH",783,783,TRUE,"Fraser Canyon Summer","Fraser Canyon Summer","-989898",-989898,4,10
"281",4,"Fraser","FRSR","Steelhead","SH",784,784,TRUE,"Lower Fraser Summer","Lower Fraser Summer","-989898",-989898,4,10
"282",4,"Fraser","FRSR","Steelhead","SH",785,785,TRUE,"Boundary Bay Winter","Boundary Bay Winter","-989898",-989898,4,10
"283",5,"Vancouver Island & Mainland Inlets","VIMI","Lake sockeye","SEL",927,927,TRUE,"Fulmore","Fulmore","SEL-11-01",-989898,5,1
"284",5,"Vancouver Island & Mainland Inlets","VIMI","Lake sockeye","SEL",928,928,TRUE,"Heydon","Heydon","SEL-11-02",-989898,5,1
"285",5,"Vancouver Island & Mainland Inlets","VIMI","Lake sockeye","SEL",929,929,TRUE,"Kakweiken","Kakweiken","SEL-11-03",-989898,5,1
"286",5,"Vancouver Island & Mainland Inlets","VIMI","Lake sockeye","SEL",930,930,TRUE,"Loose","Loose","SEL-11-04",-989898,5,1
"287",5,"Vancouver Island & Mainland Inlets","VIMI","Lake sockeye","SEL",931,931,TRUE,"Mackenzie","Mackenzie","SEL-11-05",-989898,5,1
"288",5,"Vancouver Island & Mainland Inlets","VIMI","Lake sockeye","SEL",932,932,TRUE,"Phillips","Phillips","SEL-11-06",-989898,5,1
"289",5,"Vancouver Island & Mainland Inlets","VIMI","Lake sockeye","SEL",933,933,TRUE,"Sakinaw","Sakinaw","SEL-11-07",-989898,5,1
"290",5,"Vancouver Island & Mainland Inlets","VIMI","Lake sockeye","SEL",935,935,TRUE,"Tzoonie","Tzoonie","SEL-11-09",-989898,5,1
"291",5,"Vancouver Island & Mainland Inlets","VIMI","Lake sockeye","SEL",937,937,TRUE,"Ida-Bonanza","Ida/Bonanza","SEL-12-01",-989898,5,1
"292",5,"Vancouver Island & Mainland Inlets","VIMI","Lake sockeye","SEL",938,938,TRUE,"Nahwitti","Nahwitti","SEL-12-02",-989898,5,1
"293",5,"Vancouver Island & Mainland Inlets","VIMI","Lake sockeye","SEL",939,939,TRUE,"Nimpkish","Nimpkish","SEL-12-03",-989898,5,1
"294",5,"Vancouver Island & Mainland Inlets","VIMI","Lake sockeye","SEL",941,941,TRUE,"Quatse","Quatse","SEL-12-05",-989898,5,1
"295",5,"Vancouver Island & Mainland Inlets","VIMI","Lake sockeye","SEL",942,942,TRUE,"Schoen","Schoen","SEL-12-06",-989898,5,1
"296",5,"Vancouver Island & Mainland Inlets","VIMI","Lake sockeye","SEL",943,943,TRUE,"Shushartie","Shushartie","SEL-12-07",-989898,5,1
"297",5,"Vancouver Island & Mainland Inlets","VIMI","Lake sockeye","SEL",944,944,TRUE,"Woss","Woss","SEL-12-08",-989898,5,1
"298",5,"Vancouver Island & Mainland Inlets","VIMI","Lake sockeye","SEL",945,945,TRUE,"Alice","Alice","SEL-13-01",-989898,5,1
"299",5,"Vancouver Island & Mainland Inlets","VIMI","Lake sockeye","SEL",946,946,TRUE,"Canoe Creek","Canoe Creek","SEL-13-02",-989898,5,1
"300",5,"Vancouver Island & Mainland Inlets","VIMI","Lake sockeye","SEL",947,947,TRUE,"Cecilia","Cecilia","SEL-13-03",-989898,5,1
"301",5,"Vancouver Island & Mainland Inlets","VIMI","Lake sockeye","SEL",948,948,TRUE,"Cheewat","Cheewat","SEL-13-04",-989898,5,1
"302",5,"Vancouver Island & Mainland Inlets","VIMI","Lake sockeye","SEL",949,949,TRUE,"Clayoquot","Clayoquot","SEL-13-05",-989898,5,1
"303",5,"Vancouver Island & Mainland Inlets","VIMI","Lake sockeye","SEL",950,950,TRUE,"Deserted","Deserted","SEL-13-06",-989898,5,1
"304",5,"Vancouver Island & Mainland Inlets","VIMI","Lake sockeye","SEL",951,951,TRUE,"Fairy","Fairy","SEL-13-07",-989898,5,1
"305",5,"Vancouver Island & Mainland Inlets","VIMI","Lake sockeye","SEL",952,952,TRUE,"Great Central","Great Central","SEL-13-08",-989898,5,1
"306",5,"Vancouver Island & Mainland Inlets","VIMI","Lake sockeye","SEL",953,953,TRUE,"Henderson","Henderson","SEL-13-09",-989898,5,1
"307",5,"Vancouver Island & Mainland Inlets","VIMI","Lake sockeye","SEL",954,954,TRUE,"Hesquiat","Hesquiat","SEL-13-10",-989898,5,1
"308",5,"Vancouver Island & Mainland Inlets","VIMI","Lake sockeye","SEL",955,955,TRUE,"Hobiton","Hobiton","SEL-13-11",-989898,5,1
"309",5,"Vancouver Island & Mainland Inlets","VIMI","Lake sockeye","SEL",956,956,TRUE,"Jansen","Jansen","SEL-13-12",-989898,5,1
"310",5,"Vancouver Island & Mainland Inlets","VIMI","Lake sockeye","SEL",957,957,TRUE,"Kanim","Kanim","SEL-13-13",-989898,5,1
"311",5,"Vancouver Island & Mainland Inlets","VIMI","Lake sockeye","SEL",958,958,TRUE,"Kennedy","Kennedy","SEL-13-14",-989898,5,1
"312",5,"Vancouver Island & Mainland Inlets","VIMI","Lake sockeye","SEL",959,959,TRUE,"Maggie","Maggie","SEL-13-15",-989898,5,1
"313",5,"Vancouver Island & Mainland Inlets","VIMI","Lake sockeye","SEL",960,960,TRUE,"Megin","Megin","SEL-13-16",-989898,5,1
"314",5,"Vancouver Island & Mainland Inlets","VIMI","Lake sockeye","SEL",961,961,TRUE,"Muchalat","Muchalat","SEL-13-17",-989898,5,1
"315",5,"Vancouver Island & Mainland Inlets","VIMI","Lake sockeye","SEL",962,962,TRUE,"Muriel","Muriel","SEL-13-18",-989898,5,1
"316",5,"Vancouver Island & Mainland Inlets","VIMI","Lake sockeye","SEL",963,963,TRUE,"Nitinat","Nitinat","SEL-13-19",-989898,5,1
"317",5,"Vancouver Island & Mainland Inlets","VIMI","Lake sockeye","SEL",964,964,TRUE,"O'Connell","O'Connell","SEL-13-20",-989898,5,1
"318",5,"Vancouver Island & Mainland Inlets","VIMI","Lake sockeye","SEL",966,966,TRUE,"Park River","Park River","SEL-13-22",-989898,5,1
"319",5,"Vancouver Island & Mainland Inlets","VIMI","Lake sockeye","SEL",967,967,TRUE,"Power","Power","SEL-13-23",-989898,5,1
"320",5,"Vancouver Island & Mainland Inlets","VIMI","Lake sockeye","SEL",969,969,TRUE,"Sproat","Sproat","SEL-13-25",-989898,5,1
"321",5,"Vancouver Island & Mainland Inlets","VIMI","Lake sockeye","SEL",970,970,TRUE,"William-Brink","William/Brink","SEL-13-26",-989898,5,1
"322",5,"Vancouver Island & Mainland Inlets","VIMI","Lake sockeye","SEL",976,976,TRUE,"Vernon","Vernon","SEL-12-09",-989898,5,1
"323",5,"Vancouver Island & Mainland Inlets","VIMI","River sockeye","SER",971,971,TRUE,"Southern Fjords (river-type)","Southern Fjords","SER-09",-989898,5,2
"324",5,"Vancouver Island & Mainland Inlets","VIMI","River sockeye","SER",972,972,TRUE,"West Vancouver Island (river-type)","West Vancouver Island","SER-10",-989898,5,2
"325",5,"Vancouver Island & Mainland Inlets","VIMI","River sockeye","SER",973,973,TRUE,"East Vancouver Island & Georgia Strait (river-type)","East Vancouver Island and Georgia Strait","SER-08",-989898,5,2
"326",5,"Vancouver Island & Mainland Inlets","VIMI","River sockeye","SER",974,974,TRUE,"NW Vancouver Island (river-type)","NW Vancouver Island","SER-11",-989898,5,2
"327",5,"Vancouver Island & Mainland Inlets","VIMI","Pink (odd)","PKO",921,921,TRUE,"East Howe Sound-Burrard Inlet (odd)","East Howe Sound-Burrard Inlet","PKO-2",-989898,5,3
"328",5,"Vancouver Island & Mainland Inlets","VIMI","Pink (odd)","PKO",922,922,TRUE,"Georgia Strait (odd)","Georgia Strait","PKO-3",-989898,5,3
"329",5,"Vancouver Island & Mainland Inlets","VIMI","Pink (odd)","PKO",923,923,TRUE,"East Vancouver Island-Johnstone Strait (odd)","East Vancouver Island-Johnstone Strait","PKO-4",-989898,5,3
"330",5,"Vancouver Island & Mainland Inlets","VIMI","Pink (odd)","PKO",924,924,TRUE,"Nahwitti (odd)","Nahwitti","PKO-5",-989898,5,3
"331",5,"Vancouver Island & Mainland Inlets","VIMI","Pink (odd)","PKO",925,925,TRUE,"West Vancouver Island (odd)","West Vancouver Island","PKO-6",-989898,5,3
"332",5,"Vancouver Island & Mainland Inlets","VIMI","Pink (odd)","PKO",926,926,TRUE,"Southern Fjords (odd)","Southern Fjords","PKO-7",-989898,5,3
"333",5,"Vancouver Island & Mainland Inlets","VIMI","Pink (even)","PKE",917,917,TRUE,"Georgia Strait (even)","Georgia Strait","PKE-1",-989898,5,4
"334",5,"Vancouver Island & Mainland Inlets","VIMI","Pink (even)","PKE",918,918,TRUE,"West Vancouver Island (even)","West Vancouver Island","PKE-2",-989898,5,4
"335",5,"Vancouver Island & Mainland Inlets","VIMI","Pink (even)","PKE",919,919,TRUE,"Northwest Vancouver Island (even)","Northwest Vancouver Island","PKE-3",-989898,5,4
"336",5,"Vancouver Island & Mainland Inlets","VIMI","Pink (even)","PKE",920,920,TRUE,"Southern Fjords (even)","Southern Fjords","PKE-4",-989898,5,4
"337",5,"Vancouver Island & Mainland Inlets","VIMI","Chinook","CK",320,320,TRUE,"Southern Mainland-Georgia Strait (Fall x-1)","CK020-Southern Mainland-Georgia Strait_FA_0.x","CK-20",-989898,5,5
"338",5,"Vancouver Island & Mainland Inlets","VIMI","Chinook","CK",321,321,TRUE,"East Vancouver Island-Goldstream (Fall x-1)","CK021-East Vancouver Island-Goldstream_FA_0.x","CK-21",-989898,5,5
"339",5,"Vancouver Island & Mainland Inlets","VIMI","Chinook","CK",322,322,TRUE,"East Vancouver Island-Cowichan and Koksilah (Fall x-1)","CK022-East Vancouver Island-Cowichan and Koksilah_FA_0.x","CK-22",-989898,5,5
"340",5,"Vancouver Island & Mainland Inlets","VIMI","Chinook","CK",323,323,TRUE,"East Vancouver Island-Nanaimo (Spring x-2)","CK023-East Vancouver Island-Nanaimo_SP_1.x","CK-23",-989898,5,5
"341",5,"Vancouver Island & Mainland Inlets","VIMI","Chinook","CK",324,324,TRUE,"East Vancouver Island-Nanaimo and Chemainus (Fall x-1)","CK025-East Vancouver Island-Nanaimo and Chemainus_FA_0.x","CK-25",-989898,5,5
"342",5,"Vancouver Island & Mainland Inlets","VIMI","Chinook","CK",325,325,TRUE,"East Vancouver Island-Qualicum and Puntledge (Fall x-1)","CK027-East Vancouver Island-Qualicum and Puntledge_FA_0.x","CK-27",-989898,5,5
"343",5,"Vancouver Island & Mainland Inlets","VIMI","Chinook","CK",326,326,TRUE,"Southern Mainland-Southern Fjords (Fall x-1)","CK028-Southern Mainland-Southern Fjords_FA_0.x","CK-28",-989898,5,5
"344",5,"Vancouver Island & Mainland Inlets","VIMI","Chinook","CK",327,327,TRUE,"East Vancouver Island-North (Fall x-1)","CK029-East Vancouver Island-North_FA_0.x","CK-29",-989898,5,5
"345",5,"Vancouver Island & Mainland Inlets","VIMI","Chinook","CK",328,328,TRUE,"West Vancouver Island-South (Fall x-1)","CK031-West Vancouver Island-South_FA_0.x","CK-31",-989898,5,5
"346",5,"Vancouver Island & Mainland Inlets","VIMI","Chinook","CK",329,329,TRUE,"West Vancouver Island-Nootka and Kyuquot (Fall x-1)","CK032-West Vancouver Island-Nootka and Kyuquot_FA_0.x","CK-32",-989898,5,5
"347",5,"Vancouver Island & Mainland Inlets","VIMI","Chinook","CK",330,330,TRUE,"West Vancouver Island-North (Fall x-1)","CK033-West Vancouver Island-North_FA_0.x","CK-33",-989898,5,5
"348",5,"Vancouver Island & Mainland Inlets","VIMI","Chinook","CK",331,331,TRUE,"Homathko (Summer x-x)","CK034-Homathko_SU_x.x","CK-34",-989898,5,5
"349",5,"Vancouver Island & Mainland Inlets","VIMI","Chinook","CK",332,332,TRUE,"Klinaklini (Summer 5-2)","CK035-Klinaklini_SU_1.3","CK-35",-989898,5,5
"350",5,"Vancouver Island & Mainland Inlets","VIMI","Chinook","CK",334,334,TRUE,"East Vancouver Island-Georgia Strait (Summer 4-1)","CK083-East Vancouver Island-Georgia Strait_SU_0.3","CK-83",-989898,5,5
"351",5,"Vancouver Island & Mainland Inlets","VIMI","Coho","CO",907,907,TRUE,"Howe Sound-Burrard Inlet","Howe Sound-Burrard Inlet","CO-10",-989898,5,6
"352",5,"Vancouver Island & Mainland Inlets","VIMI","Coho","CO",908,908,TRUE,"Georgia Strait Mainland","Georgia Strait Mainland","CO-11",-989898,5,6
"353",5,"Vancouver Island & Mainland Inlets","VIMI","Coho","CO",909,909,TRUE,"Southern Coastal Streams-Queen Charlotte Strait-Johnstone Strait-Southern Fjords","Southern Coastal Streams-Queen Charlotte Strait-Johnstone Strait-Southern Fjords","CO-12",-989898,5,6
"354",5,"Vancouver Island & Mainland Inlets","VIMI","Coho","CO",910,910,TRUE,"East Vancouver Island-Georgia Strait","East Vancouver Island-Georgia Strait","CO-13",-989898,5,6
"355",5,"Vancouver Island & Mainland Inlets","VIMI","Coho","CO",911,911,TRUE,"East Vancouver Island-Johnstone Strait-Southern Fjords","East Vancouver Island-Johnstone Strait-Southern Fjords","CO-14",-989898,5,6
"356",5,"Vancouver Island & Mainland Inlets","VIMI","Coho","CO",912,912,TRUE,"Nahwitti Lowland","Nahwitti Lowland","CO-15",-989898,5,6
"357",5,"Vancouver Island & Mainland Inlets","VIMI","Coho","CO",913,913,TRUE,"Juan de Fuca-Pachena","Juan de Fuca-Pachena","CO-16",-989898,5,6
"358",5,"Vancouver Island & Mainland Inlets","VIMI","Coho","CO",914,914,TRUE,"West Vancouver Island","West Vancouver Island","CO-17",-989898,5,6
"359",5,"Vancouver Island & Mainland Inlets","VIMI","Coho","CO",915,915,TRUE,"Clayoquot","Clayoquot","CO-18",-989898,5,6
"360",5,"Vancouver Island & Mainland Inlets","VIMI","Coho","CO",916,916,TRUE,"Homathko-Klinaklini Rivers","Homathko-Klinaklini Rivers","CO-19",-989898,5,6
