"region","species","year","spawners","spawners_short_trend","spawners_long_trend","total_return","total_return_short_trend","total_return_long_trend"
"Central Coast","Sockeye",2007,-40.4,NA,-26.7,NA,NA,NA
"Central Coast","Sockeye",2008,-54.6,-41.4,-27.8,NA,NA,NA
"Central Coast","Sockeye",2009,-54.2,-40.4,-28.8,NA,NA,NA
"Central Coast","Sockeye",2010,-52.5,-39.4,-29.9,NA,NA,NA
"Central Coast","Sockeye",2011,-39.8,-38.4,-30.9,NA,NA,NA
"Central Coast","Sockeye",2012,-34.4,-37.3,-31.9,NA,NA,NA
"Central Coast","Sockeye",2013,-19.2,-36.3,-32.9,NA,NA,NA
"Central Coast","Sockeye",2014,-6.4,-35.2,-33.9,NA,NA,NA
"Central Coast","Sockeye",2015,-1.2,-34.1,-34.9,NA,NA,NA
"Central Coast","Sockeye",2016,-13.2,-32.9,-35.8,NA,NA,NA
"Central Coast","Sockeye",2017,-18.5,-31.8,-36.7,NA,NA,NA
"Central Coast","Sockeye",2018,-22.6,-30.6,-37.7,NA,NA,NA
"Central Coast","Sockeye",2019,-36.7,-29.4,-38.6,NA,NA,NA
"Central Coast","Sockeye",2020,-43.7,-28.2,-39.5,NA,NA,NA
"Central Coast","Sockeye",2021,-43.9,-27,-40.4,NA,NA,NA
"Central Coast","Sockeye",2022,-39.3,-25.8,-41.3,NA,NA,NA
"Vancouver Island & Mainland Inlets","Chinook",1953,46.2,NA,-34.6,NA,NA,NA
"Vancouver Island & Mainland Inlets","Chinook",1954,36.3,NA,-33.8,NA,NA,NA
"Vancouver Island & Mainland Inlets","Chinook",1955,31.6,NA,-33,NA,NA,NA
"Vancouver Island & Mainland Inlets","Chinook",1956,20.5,NA,-32.2,NA,NA,NA
"Vancouver Island & Mainland Inlets","Chinook",1957,21.3,NA,-31.3,NA,NA,NA
"Vancouver Island & Mainland Inlets","Chinook",1958,5.6,NA,-30.5,NA,NA,NA
"Vancouver Island & Mainland Inlets","Chinook",1959,-5.8,NA,-29.6,NA,NA,NA
"Vancouver Island & Mainland Inlets","Chinook",1960,-10.7,NA,-28.8,NA,NA,NA
"Vancouver Island & Mainland Inlets","Chinook",1961,-29.5,NA,-27.9,NA,NA,NA
"Vancouver Island & Mainland Inlets","Chinook",1962,-28.4,NA,-27,NA,NA,NA
"Vancouver Island & Mainland Inlets","Chinook",1963,-27.9,NA,-26.1,NA,NA,NA
"Vancouver Island & Mainland Inlets","Chinook",1964,-20.1,NA,-25.1,NA,NA,NA
"Vancouver Island & Mainland Inlets","Chinook",1965,-10.4,NA,-24.2,NA,NA,NA
"Vancouver Island & Mainland Inlets","Chinook",1966,-4.2,NA,-23.3,NA,NA,NA
"Vancouver Island & Mainland Inlets","Chinook",1967,-13.5,NA,-22.3,NA,NA,NA
"Vancouver Island & Mainland Inlets","Chinook",1968,-23.1,NA,-21.4,NA,NA,NA
"Vancouver Island & Mainland Inlets","Chinook",1969,-35.6,NA,-20.4,NA,NA,NA
"Vancouver Island & Mainland Inlets","Chinook",1970,-40.9,NA,-19.4,NA,NA,NA
"Vancouver Island & Mainland Inlets","Chinook",1971,-41.3,NA,-18.4,NA,NA,NA
"Vancouver Island & Mainland Inlets","Chinook",1972,-41.1,NA,-17.4,NA,NA,NA
"Vancouver Island & Mainland Inlets","Chinook",1973,-31.6,NA,-16.4,NA,NA,NA
"Vancouver Island & Mainland Inlets","Chinook",1974,-35.9,NA,-15.3,NA,NA,NA
"Vancouver Island & Mainland Inlets","Chinook",1975,-37.3,NA,-14.3,NA,NA,NA
"Vancouver Island & Mainland Inlets","Chinook",1976,-40.4,NA,-13.2,NA,NA,NA
"Vancouver Island & Mainland Inlets","Chinook",1977,-49.8,NA,-12.1,NA,NA,NA
"Vancouver Island & Mainland Inlets","Chinook",1978,-49,NA,-11.1,NA,NA,NA
"Vancouver Island & Mainland Inlets","Chinook",1979,-44.3,NA,-9.9,NA,NA,NA
"Vancouver Island & Mainland Inlets","Chinook",1980,-44.4,NA,-8.8,NA,NA,NA
"Vancouver Island & Mainland Inlets","Chinook",1981,-43.5,NA,-7.7,NA,NA,NA
"Vancouver Island & Mainland Inlets","Chinook",1982,-46.5,NA,-6.6,NA,NA,NA
"Vancouver Island & Mainland Inlets","Chinook",1983,-51.9,NA,-5.4,NA,NA,NA
"Vancouver Island & Mainland Inlets","Chinook",1984,-52.9,NA,-4.2,NA,NA,NA
"Vancouver Island & Mainland Inlets","Chinook",1985,-46.4,NA,-3,NA,NA,NA
"Vancouver Island & Mainland Inlets","Chinook",1986,-42.5,NA,-1.8,NA,NA,NA
"Vancouver Island & Mainland Inlets","Chinook",1987,-41.6,NA,-0.6,NA,NA,NA
"Vancouver Island & Mainland Inlets","Chinook",1988,-32.9,NA,0.6,NA,NA,NA
"Vancouver Island & Mainland Inlets","Chinook",1989,-27.2,NA,1.9,NA,NA,NA
"Vancouver Island & Mainland Inlets","Chinook",1990,-10.8,NA,3.1,NA,NA,NA
"Vancouver Island & Mainland Inlets","Chinook",1991,11.1,NA,4.4,NA,NA,NA
"Vancouver Island & Mainland Inlets","Chinook",1992,27.4,NA,5.7,NA,NA,NA
"Vancouver Island & Mainland Inlets","Chinook",1993,32.7,NA,7,NA,NA,NA
"Vancouver Island & Mainland Inlets","Chinook",1994,31.5,NA,8.3,NA,NA,NA
"Vancouver Island & Mainland Inlets","Chinook",1995,40.1,NA,9.7,NA,NA,NA
"Vancouver Island & Mainland Inlets","Chinook",1996,41.8,NA,11,NA,NA,NA
"Vancouver Island & Mainland Inlets","Chinook",1997,55,NA,12.4,NA,NA,NA
"Vancouver Island & Mainland Inlets","Chinook",1998,72.6,NA,13.8,NA,NA,NA
"Vancouver Island & Mainland Inlets","Chinook",1999,73.8,NA,15.2,NA,NA,NA
"Vancouver Island & Mainland Inlets","Chinook",2000,58.8,NA,16.7,NA,NA,NA
"Vancouver Island & Mainland Inlets","Chinook",2001,49.6,NA,18.1,NA,NA,NA
"Vancouver Island & Mainland Inlets","Chinook",2002,40.8,NA,19.6,NA,NA,NA
"Vancouver Island & Mainland Inlets","Chinook",2003,53.8,NA,21.1,NA,NA,NA
"Vancouver Island & Mainland Inlets","Chinook",2004,71.3,NA,22.6,NA,NA,NA
"Vancouver Island & Mainland Inlets","Chinook",2005,56.5,NA,24.1,NA,NA,NA
"Vancouver Island & Mainland Inlets","Chinook",2006,52.1,NA,25.6,NA,NA,NA
"Vancouver Island & Mainland Inlets","Chinook",2007,19.2,NA,27.2,NA,NA,NA
"Vancouver Island & Mainland Inlets","Chinook",2008,-0.1,NA,28.7,NA,NA,NA
"Vancouver Island & Mainland Inlets","Chinook",2009,1.1,NA,30.3,NA,NA,NA
"Vancouver Island & Mainland Inlets","Chinook",2010,-7.8,NA,32,NA,NA,NA
"Vancouver Island & Mainland Inlets","Chinook",2011,2,17.7,33.6,NA,NA,NA
"Vancouver Island & Mainland Inlets","Chinook",2012,0.4,25,35.3,NA,NA,NA
"Vancouver Island & Mainland Inlets","Chinook",2013,28.7,32.6,36.9,NA,NA,NA
"Vancouver Island & Mainland Inlets","Chinook",2014,46.7,40.8,38.6,NA,NA,NA
"Vancouver Island & Mainland Inlets","Chinook",2015,69.1,49.4,40.4,NA,NA,NA
"Vancouver Island & Mainland Inlets","Chinook",2016,115,58.6,42.1,NA,NA,NA
"Vancouver Island & Mainland Inlets","Chinook",2017,100.2,68.4,43.9,NA,NA,NA
"Vancouver Island & Mainland Inlets","Chinook",2018,99.6,78.7,45.6,NA,NA,NA
"Vancouver Island & Mainland Inlets","Chinook",2019,89.2,89.7,47.4,NA,NA,NA
"Vancouver Island & Mainland Inlets","Chinook",2020,87.7,101.4,49.3,NA,NA,NA
"Vancouver Island & Mainland Inlets","Chinook",2021,86,113.8,51.1,NA,NA,NA
"Vancouver Island & Mainland Inlets","Chinook",2022,95.7,126.9,53,NA,NA,NA
"Vancouver Island & Mainland Inlets","Chum",1953,-3.2,NA,-22,NA,NA,NA
"Vancouver Island & Mainland Inlets","Chum",1954,9.2,NA,-21.4,NA,NA,NA
"Vancouver Island & Mainland Inlets","Chum",1955,-14.2,NA,-20.8,NA,NA,NA
"Vancouver Island & Mainland Inlets","Chum",1956,-24.4,NA,-20.3,NA,NA,NA
"Vancouver Island & Mainland Inlets","Chum",1957,-28,NA,-19.7,NA,NA,NA
"Vancouver Island & Mainland Inlets","Chum",1958,-31.7,NA,-19.1,NA,NA,NA
"Vancouver Island & Mainland Inlets","Chum",1959,-27.8,NA,-18.5,NA,NA,NA
"Vancouver Island & Mainland Inlets","Chum",1960,-23.7,NA,-17.9,NA,NA,NA
"Vancouver Island & Mainland Inlets","Chum",1961,-33.4,NA,-17.4,NA,NA,NA
"Vancouver Island & Mainland Inlets","Chum",1962,-42.7,NA,-16.8,NA,NA,NA
"Vancouver Island & Mainland Inlets","Chum",1963,-47.1,NA,-16.2,NA,NA,NA
"Vancouver Island & Mainland Inlets","Chum",1964,-47.5,NA,-15.6,NA,NA,NA
"Vancouver Island & Mainland Inlets","Chum",1965,-50.5,NA,-14.9,NA,NA,NA
"Vancouver Island & Mainland Inlets","Chum",1966,-48,NA,-14.3,NA,NA,NA
"Vancouver Island & Mainland Inlets","Chum",1967,-43,NA,-13.7,NA,NA,NA
"Vancouver Island & Mainland Inlets","Chum",1968,-31.6,NA,-13.1,NA,NA,NA
"Vancouver Island & Mainland Inlets","Chum",1969,-15.7,NA,-12.5,NA,NA,NA
"Vancouver Island & Mainland Inlets","Chum",1970,-8.1,NA,-11.8,NA,NA,NA
"Vancouver Island & Mainland Inlets","Chum",1971,-12.4,NA,-11.2,NA,NA,NA
"Vancouver Island & Mainland Inlets","Chum",1972,-7.6,NA,-10.6,NA,NA,NA
"Vancouver Island & Mainland Inlets","Chum",1973,7.3,NA,-9.9,NA,NA,NA
"Vancouver Island & Mainland Inlets","Chum",1974,9.7,NA,-9.3,NA,NA,NA
"Vancouver Island & Mainland Inlets","Chum",1975,12.7,NA,-8.6,NA,NA,NA
"Vancouver Island & Mainland Inlets","Chum",1976,-4.8,NA,-7.9,NA,NA,NA
"Vancouver Island & Mainland Inlets","Chum",1977,-15.2,NA,-7.3,NA,NA,NA
"Vancouver Island & Mainland Inlets","Chum",1978,-9.3,NA,-6.6,NA,NA,NA
"Vancouver Island & Mainland Inlets","Chum",1979,-11,NA,-5.9,NA,NA,NA
"Vancouver Island & Mainland Inlets","Chum",1980,-2.2,NA,-5.3,NA,NA,NA
"Vancouver Island & Mainland Inlets","Chum",1981,2.9,NA,-4.6,NA,NA,NA
"Vancouver Island & Mainland Inlets","Chum",1982,3.9,NA,-3.9,NA,NA,NA
"Vancouver Island & Mainland Inlets","Chum",1983,15.5,NA,-3.2,NA,NA,NA
"Vancouver Island & Mainland Inlets","Chum",1984,13.3,NA,-2.5,NA,NA,NA
"Vancouver Island & Mainland Inlets","Chum",1985,24.9,NA,-1.8,NA,NA,NA
"Vancouver Island & Mainland Inlets","Chum",1986,30.8,NA,-1.1,NA,NA,NA
"Vancouver Island & Mainland Inlets","Chum",1987,37.4,NA,-0.4,NA,NA,NA
"Vancouver Island & Mainland Inlets","Chum",1988,49.7,NA,0.4,NA,NA,NA
"Vancouver Island & Mainland Inlets","Chum",1989,18.2,NA,1.1,NA,NA,NA
"Vancouver Island & Mainland Inlets","Chum",1990,10.3,NA,1.8,NA,NA,NA
"Vancouver Island & Mainland Inlets","Chum",1991,20,NA,2.5,NA,NA,NA
"Vancouver Island & Mainland Inlets","Chum",1992,27.4,NA,3.3,NA,NA,NA
"Vancouver Island & Mainland Inlets","Chum",1993,68.7,NA,4,NA,NA,NA
"Vancouver Island & Mainland Inlets","Chum",1994,86,NA,4.8,NA,NA,NA
"Vancouver Island & Mainland Inlets","Chum",1995,58.4,NA,5.5,NA,NA,NA
"Vancouver Island & Mainland Inlets","Chum",1996,37.1,NA,6.3,NA,NA,NA
"Vancouver Island & Mainland Inlets","Chum",1997,27.2,NA,7.1,NA,NA,NA
"Vancouver Island & Mainland Inlets","Chum",1998,36.4,NA,7.8,NA,NA,NA
"Vancouver Island & Mainland Inlets","Chum",1999,41.7,NA,8.6,NA,NA,NA
"Vancouver Island & Mainland Inlets","Chum",2000,9.1,NA,9.4,NA,NA,NA
"Vancouver Island & Mainland Inlets","Chum",2001,11.2,NA,10.2,NA,NA,NA
"Vancouver Island & Mainland Inlets","Chum",2002,1,NA,11,NA,NA,NA
"Vancouver Island & Mainland Inlets","Chum",2003,14.9,NA,11.8,NA,NA,NA
"Vancouver Island & Mainland Inlets","Chum",2004,67.3,NA,12.6,NA,NA,NA
"Vancouver Island & Mainland Inlets","Chum",2005,68,NA,13.4,NA,NA,NA
"Vancouver Island & Mainland Inlets","Chum",2006,52.2,NA,14.2,NA,NA,NA
"Vancouver Island & Mainland Inlets","Chum",2007,40,NA,15.1,NA,NA,NA
"Vancouver Island & Mainland Inlets","Chum",2008,15.6,NA,15.9,NA,NA,NA
"Vancouver Island & Mainland Inlets","Chum",2009,-3.2,NA,16.7,NA,NA,NA
"Vancouver Island & Mainland Inlets","Chum",2010,-19,NA,17.6,NA,NA,NA
"Vancouver Island & Mainland Inlets","Chum",2011,-11.1,30.5,18.4,NA,NA,NA
"Vancouver Island & Mainland Inlets","Chum",2012,3.1,23.9,19.3,NA,NA,NA
"Vancouver Island & Mainland Inlets","Chum",2013,10.4,17.6,20.1,NA,NA,NA
"Vancouver Island & Mainland Inlets","Chum",2014,28.2,11.7,21,NA,NA,NA
"Vancouver Island & Mainland Inlets","Chum",2015,18.3,6,21.9,NA,NA,NA
"Vancouver Island & Mainland Inlets","Chum",2016,34.4,0.7,22.8,NA,NA,NA
"Vancouver Island & Mainland Inlets","Chum",2017,32.7,-4.4,23.6,NA,NA,NA
"Vancouver Island & Mainland Inlets","Chum",2018,29.2,-9.3,24.5,NA,NA,NA
"Vancouver Island & Mainland Inlets","Chum",2019,-2.1,-13.9,25.4,NA,NA,NA
"Vancouver Island & Mainland Inlets","Chum",2020,-24.1,-18.2,26.3,NA,NA,NA
"Vancouver Island & Mainland Inlets","Chum",2021,-40.8,-22.4,27.3,NA,NA,NA
"Vancouver Island & Mainland Inlets","Chum",2022,-49.1,-26.3,28.2,NA,NA,NA
"Vancouver Island & Mainland Inlets","Coho",1953,92.1,NA,24.5,NA,NA,NA
"Vancouver Island & Mainland Inlets","Coho",1954,71.6,NA,23.7,NA,NA,NA
"Vancouver Island & Mainland Inlets","Coho",1955,75.7,NA,22.9,NA,NA,NA
"Vancouver Island & Mainland Inlets","Coho",1956,92.4,NA,22.1,NA,NA,NA
"Vancouver Island & Mainland Inlets","Coho",1957,80.3,NA,21.4,NA,NA,NA
"Vancouver Island & Mainland Inlets","Coho",1958,87.9,NA,20.6,NA,NA,NA
"Vancouver Island & Mainland Inlets","Coho",1959,62.3,NA,19.8,NA,NA,NA
"Vancouver Island & Mainland Inlets","Coho",1960,18.9,NA,19.1,NA,NA,NA
"Vancouver Island & Mainland Inlets","Coho",1961,15.5,NA,18.3,NA,NA,NA
"Vancouver Island & Mainland Inlets","Coho",1962,-0.5,NA,17.6,NA,NA,NA
"Vancouver Island & Mainland Inlets","Coho",1963,3,NA,16.8,NA,NA,NA
"Vancouver Island & Mainland Inlets","Coho",1964,30.6,NA,16.1,NA,NA,NA
"Vancouver Island & Mainland Inlets","Coho",1965,24.6,NA,15.4,NA,NA,NA
"Vancouver Island & Mainland Inlets","Coho",1966,30.7,NA,14.6,NA,NA,NA
"Vancouver Island & Mainland Inlets","Coho",1967,27.6,NA,13.9,NA,NA,NA
"Vancouver Island & Mainland Inlets","Coho",1968,5.6,NA,13.2,NA,NA,NA
"Vancouver Island & Mainland Inlets","Coho",1969,-7.8,NA,12.5,NA,NA,NA
"Vancouver Island & Mainland Inlets","Coho",1970,-2.3,NA,11.8,NA,NA,NA
"Vancouver Island & Mainland Inlets","Coho",1971,3.4,NA,11,NA,NA,NA
"Vancouver Island & Mainland Inlets","Coho",1972,-5.3,NA,10.3,NA,NA,NA
"Vancouver Island & Mainland Inlets","Coho",1973,4.7,NA,9.6,NA,NA,NA
"Vancouver Island & Mainland Inlets","Coho",1974,1.6,NA,8.9,NA,NA,NA
"Vancouver Island & Mainland Inlets","Coho",1975,-5.6,NA,8.3,NA,NA,NA
"Vancouver Island & Mainland Inlets","Coho",1976,-2.5,NA,7.6,NA,NA,NA
"Vancouver Island & Mainland Inlets","Coho",1977,12,NA,6.9,NA,NA,NA
"Vancouver Island & Mainland Inlets","Coho",1978,-1.8,NA,6.2,NA,NA,NA
"Vancouver Island & Mainland Inlets","Coho",1979,-2.1,NA,5.5,NA,NA,NA
"Vancouver Island & Mainland Inlets","Coho",1980,11.8,NA,4.9,NA,NA,NA
"Vancouver Island & Mainland Inlets","Coho",1981,-15.6,NA,4.2,NA,NA,NA
"Vancouver Island & Mainland Inlets","Coho",1982,-15.8,NA,3.6,NA,NA,NA
"Vancouver Island & Mainland Inlets","Coho",1983,-28.1,NA,2.9,NA,NA,NA
"Vancouver Island & Mainland Inlets","Coho",1984,-32.8,NA,2.2,NA,NA,NA
"Vancouver Island & Mainland Inlets","Coho",1985,-30.7,NA,1.6,NA,NA,NA
"Vancouver Island & Mainland Inlets","Coho",1986,-35.4,NA,1,NA,NA,NA
"Vancouver Island & Mainland Inlets","Coho",1987,-33.1,NA,0.3,NA,NA,NA
"Vancouver Island & Mainland Inlets","Coho",1988,-34.5,NA,-0.3,NA,NA,NA
"Vancouver Island & Mainland Inlets","Coho",1989,-37.5,NA,-0.9,NA,NA,NA
"Vancouver Island & Mainland Inlets","Coho",1990,-24.8,NA,-1.6,NA,NA,NA
"Vancouver Island & Mainland Inlets","Coho",1991,-18.8,NA,-2.2,NA,NA,NA
"Vancouver Island & Mainland Inlets","Coho",1992,-24.3,NA,-2.8,NA,NA,NA
"Vancouver Island & Mainland Inlets","Coho",1993,-15.5,NA,-3.4,NA,NA,NA
"Vancouver Island & Mainland Inlets","Coho",1994,-24.5,NA,-4,NA,NA,NA
"Vancouver Island & Mainland Inlets","Coho",1995,-22.7,NA,-4.7,NA,NA,NA
"Vancouver Island & Mainland Inlets","Coho",1996,-24.9,NA,-5.3,NA,NA,NA
"Vancouver Island & Mainland Inlets","Coho",1997,-31.4,NA,-5.9,NA,NA,NA
"Vancouver Island & Mainland Inlets","Coho",1998,-23,NA,-6.4,NA,NA,NA
"Vancouver Island & Mainland Inlets","Coho",1999,-23.4,NA,-7,NA,NA,NA
"Vancouver Island & Mainland Inlets","Coho",2000,-5.1,NA,-7.6,NA,NA,NA
"Vancouver Island & Mainland Inlets","Coho",2001,32.3,NA,-8.2,NA,NA,NA
"Vancouver Island & Mainland Inlets","Coho",2002,35.1,NA,-8.8,NA,NA,NA
"Vancouver Island & Mainland Inlets","Coho",2003,46.2,NA,-9.4,NA,NA,NA
"Vancouver Island & Mainland Inlets","Coho",2004,47.5,NA,-9.9,NA,NA,NA
"Vancouver Island & Mainland Inlets","Coho",2005,13.7,NA,-10.5,NA,NA,NA
"Vancouver Island & Mainland Inlets","Coho",2006,-7.4,NA,-11.1,NA,NA,NA
"Vancouver Island & Mainland Inlets","Coho",2007,-19.9,NA,-11.6,NA,NA,NA
"Vancouver Island & Mainland Inlets","Coho",2008,-32.4,NA,-12.2,NA,NA,NA
"Vancouver Island & Mainland Inlets","Coho",2009,-21,NA,-12.8,NA,NA,NA
"Vancouver Island & Mainland Inlets","Coho",2010,-10.5,NA,-13.3,NA,NA,NA
"Vancouver Island & Mainland Inlets","Coho",2011,5.3,17.6,-13.9,NA,NA,NA
"Vancouver Island & Mainland Inlets","Coho",2012,14.4,14,-14.4,NA,NA,NA
"Vancouver Island & Mainland Inlets","Coho",2013,20.2,10.6,-14.9,NA,NA,NA
"Vancouver Island & Mainland Inlets","Coho",2014,29.5,7.2,-15.5,NA,NA,NA
"Vancouver Island & Mainland Inlets","Coho",2015,9,3.9,-16,NA,NA,NA
"Vancouver Island & Mainland Inlets","Coho",2016,3.8,0.7,-16.6,NA,NA,NA
"Vancouver Island & Mainland Inlets","Coho",2017,-11.6,-2.3,-17.1,NA,NA,NA
"Vancouver Island & Mainland Inlets","Coho",2018,-18.1,-5.3,-17.6,NA,NA,NA
"Vancouver Island & Mainland Inlets","Coho",2019,-21.8,-8.2,-18.1,NA,NA,NA
"Vancouver Island & Mainland Inlets","Coho",2020,-15.9,-11,-18.6,NA,NA,NA
"Vancouver Island & Mainland Inlets","Coho",2021,-6.2,-13.7,-19.2,NA,NA,NA
"Vancouver Island & Mainland Inlets","Coho",2022,-4.1,-16.3,-19.7,NA,NA,NA
"Vancouver Island & Mainland Inlets","Pink",1953,-78.9,NA,-54.1,NA,NA,NA
"Vancouver Island & Mainland Inlets","Pink",1954,-69.6,NA,-53.1,NA,NA,NA
"Vancouver Island & Mainland Inlets","Pink",1955,-49.8,NA,-52,NA,NA,NA
"Vancouver Island & Mainland Inlets","Pink",1956,-45.9,NA,-50.9,NA,NA,NA
"Vancouver Island & Mainland Inlets","Pink",1957,-37.1,NA,-49.8,NA,NA,NA
"Vancouver Island & Mainland Inlets","Pink",1958,-30.6,NA,-48.6,NA,NA,NA
"Vancouver Island & Mainland Inlets","Pink",1959,-42.4,NA,-47.5,NA,NA,NA
"Vancouver Island & Mainland Inlets","Pink",1960,-67.2,NA,-46.3,NA,NA,NA
"Vancouver Island & Mainland Inlets","Pink",1961,-66.5,NA,-45,NA,NA,NA
"Vancouver Island & Mainland Inlets","Pink",1962,-45.6,NA,-43.8,NA,NA,NA
"Vancouver Island & Mainland Inlets","Pink",1963,-40.4,NA,-42.5,NA,NA,NA
"Vancouver Island & Mainland Inlets","Pink",1964,-43.7,NA,-41.2,NA,NA,NA
"Vancouver Island & Mainland Inlets","Pink",1965,-47.7,NA,-39.8,NA,NA,NA
"Vancouver Island & Mainland Inlets","Pink",1966,-27,NA,-38.5,NA,NA,NA
"Vancouver Island & Mainland Inlets","Pink",1967,-43.4,NA,-37.1,NA,NA,NA
"Vancouver Island & Mainland Inlets","Pink",1968,-43.1,NA,-35.6,NA,NA,NA
"Vancouver Island & Mainland Inlets","Pink",1969,-57.3,NA,-34.1,NA,NA,NA
"Vancouver Island & Mainland Inlets","Pink",1970,-60.4,NA,-32.6,NA,NA,NA
"Vancouver Island & Mainland Inlets","Pink",1971,-15,NA,-31.1,NA,NA,NA
"Vancouver Island & Mainland Inlets","Pink",1972,-33.4,NA,-29.5,NA,NA,NA
"Vancouver Island & Mainland Inlets","Pink",1973,-22,NA,-27.9,NA,NA,NA
"Vancouver Island & Mainland Inlets","Pink",1974,-9.6,NA,-26.3,NA,NA,NA
"Vancouver Island & Mainland Inlets","Pink",1975,22.2,NA,-24.6,NA,NA,NA
"Vancouver Island & Mainland Inlets","Pink",1976,87.2,NA,-22.9,NA,NA,NA
"Vancouver Island & Mainland Inlets","Pink",1977,-34.7,NA,-21.1,NA,NA,NA
"Vancouver Island & Mainland Inlets","Pink",1978,-42,NA,-19.3,NA,NA,NA
"Vancouver Island & Mainland Inlets","Pink",1979,-35.2,NA,-17.5,NA,NA,NA
"Vancouver Island & Mainland Inlets","Pink",1980,-24.4,NA,-15.6,NA,NA,NA
"Vancouver Island & Mainland Inlets","Pink",1981,53.9,NA,-13.7,NA,NA,NA
"Vancouver Island & Mainland Inlets","Pink",1982,-8.6,NA,-11.7,NA,NA,NA
"Vancouver Island & Mainland Inlets","Pink",1983,16.7,NA,-9.7,NA,NA,NA
"Vancouver Island & Mainland Inlets","Pink",1984,3.8,NA,-7.6,NA,NA,NA
"Vancouver Island & Mainland Inlets","Pink",1985,-20.7,NA,-5.5,NA,NA,NA
"Vancouver Island & Mainland Inlets","Pink",1986,43.8,NA,-3.3,NA,NA,NA
"Vancouver Island & Mainland Inlets","Pink",1987,-4.9,NA,-1.1,NA,NA,NA
"Vancouver Island & Mainland Inlets","Pink",1988,14.6,NA,1.1,NA,NA,NA
"Vancouver Island & Mainland Inlets","Pink",1989,4.5,NA,3.4,NA,NA,NA
"Vancouver Island & Mainland Inlets","Pink",1990,36.1,NA,5.8,NA,NA,NA
"Vancouver Island & Mainland Inlets","Pink",1991,20.2,NA,8.2,NA,NA,NA
"Vancouver Island & Mainland Inlets","Pink",1992,9.4,NA,10.7,NA,NA,NA
"Vancouver Island & Mainland Inlets","Pink",1993,55.7,NA,13.2,NA,NA,NA
"Vancouver Island & Mainland Inlets","Pink",1994,20.2,NA,15.8,NA,NA,NA
"Vancouver Island & Mainland Inlets","Pink",1995,-10.1,NA,18.5,NA,NA,NA
"Vancouver Island & Mainland Inlets","Pink",1996,18.8,NA,21.2,NA,NA,NA
"Vancouver Island & Mainland Inlets","Pink",1997,57.3,NA,23.9,NA,NA,NA
"Vancouver Island & Mainland Inlets","Pink",1998,52.8,NA,26.8,NA,NA,NA
"Vancouver Island & Mainland Inlets","Pink",1999,107.3,NA,29.6,NA,NA,NA
"Vancouver Island & Mainland Inlets","Pink",2000,250.2,NA,32.6,NA,NA,NA
"Vancouver Island & Mainland Inlets","Pink",2001,454.7,NA,35.6,NA,NA,NA
"Vancouver Island & Mainland Inlets","Pink",2002,100.2,NA,38.7,NA,NA,NA
"Vancouver Island & Mainland Inlets","Pink",2003,-16.2,NA,41.9,NA,NA,NA
"Vancouver Island & Mainland Inlets","Pink",2004,24.2,NA,45.1,NA,NA,NA
"Vancouver Island & Mainland Inlets","Pink",2005,46.6,NA,48.5,NA,NA,NA
"Vancouver Island & Mainland Inlets","Pink",2006,-13.1,NA,51.8,NA,NA,NA
"Vancouver Island & Mainland Inlets","Pink",2007,-1.9,NA,55.3,NA,NA,NA
"Vancouver Island & Mainland Inlets","Pink",2008,-10.8,NA,58.9,NA,NA,NA
"Vancouver Island & Mainland Inlets","Pink",2009,66.7,NA,62.5,NA,NA,NA
"Vancouver Island & Mainland Inlets","Pink",2010,122.8,NA,66.2,NA,NA,NA
"Vancouver Island & Mainland Inlets","Pink",2011,-4,NA,70,NA,NA,NA
"Vancouver Island & Mainland Inlets","Pink",2012,69.4,NA,73.9,NA,NA,NA
"Vancouver Island & Mainland Inlets","Pink",2013,260.8,NA,77.9,NA,NA,NA
"Vancouver Island & Mainland Inlets","Pink",2014,342.7,NA,81.9,NA,NA,NA
"Vancouver Island & Mainland Inlets","Pink",2015,350,NA,86.1,NA,NA,NA
"Vancouver Island & Mainland Inlets","Pink",2016,96,NA,90.3,NA,NA,NA
"Vancouver Island & Mainland Inlets","Pink",2017,0.8,-25.3,94.7,NA,NA,NA
"Vancouver Island & Mainland Inlets","Pink",2018,-29,-11.7,99.1,NA,NA,NA
"Vancouver Island & Mainland Inlets","Pink",2019,-15.7,4.4,103.7,NA,NA,NA
"Vancouver Island & Mainland Inlets","Pink",2020,24.2,23.4,108.3,NA,NA,NA
"Vancouver Island & Mainland Inlets","Pink",2021,46.9,45.9,113.1,NA,NA,NA
"Vancouver Island & Mainland Inlets","Pink",2022,94.3,72.4,117.9,NA,NA,NA
"Vancouver Island & Mainland Inlets","Sockeye",1953,55.7,NA,36.2,NA,NA,NA
"Vancouver Island & Mainland Inlets","Sockeye",1954,52.3,NA,35,NA,NA,NA
"Vancouver Island & Mainland Inlets","Sockeye",1955,42,NA,33.8,NA,NA,NA
"Vancouver Island & Mainland Inlets","Sockeye",1956,32.6,NA,32.6,NA,NA,NA
"Vancouver Island & Mainland Inlets","Sockeye",1957,42,NA,31.4,NA,NA,NA
"Vancouver Island & Mainland Inlets","Sockeye",1958,35,NA,30.3,NA,NA,NA
"Vancouver Island & Mainland Inlets","Sockeye",1959,30.8,NA,29.1,NA,NA,NA
"Vancouver Island & Mainland Inlets","Sockeye",1960,27.2,NA,27.9,NA,NA,NA
